"fullid"	"entid"	"stidstd"	"age_entry"	"age"	"hisei"	"AP2_d1"	"AP2_d2"	"AP2_d3"	"AP6A_d1"	"AP6A_d2"	"AP6B_d1"	"AP6B_d2"	"AP8_d1"	"AP8_d2"	"AP8_d3"	"AP8_d4"	"AP9a_d1"	"AP9a_d2"	"AP9b_d1"	"AP9b_d2"	"AP9c_d1"	"AP9c_d2"	"AP11_d1"	"AP11_d2"	"AP11_d3"	"AP11_d4"	"AP12a_d1"	"AP12a_d2"	"AP12b_d1"	"AP12b_d2"	"AP12c_d1"	"AP12c_d2"	"AP13a_d1"	"AP13a_d2"	"AP13a_d3"	"AP13a_d4"	"AP13a_d5"	"AP13a_d6"	"AP13b_d1"	"AP13b_d2"	"AP13b_d3"	"AP13b_d4"	"AP13b_d5"	"AP13b_d6"	"AP13b_d7"	"AP13b_d8"	"AP13b_d9"	"AP13c_d1"	"AP13c_d2"	"AP13c_d3"	"AP13c_d4"	"AP13c_d5"	"AP13c_d6"	"AP13c_d7"	"AP13c_d8"	"AP13c_d9"	"AP13c_d10"	"AP15_d1"	"AP15_d2"	"AP15_d3"	"AP15_d4"	"AP15_d5"	"AP15_d6"	"AP16_1_d1"	"AP16_1_d2"	"AP16_2_d1"	"AP16_2_d2"	"AP16_3_d1"	"AP16_3_d2"	"AP16_4_d1"	"AP16_4_d2"	"AP16_5_d1"	"AP16_5_d2"	"AP16_6_d1"	"AP16_6_d2"	"AP16_7_d1"	"AP16_7_d2"	"AP16_8_d1"	"AP16_8_d2"	"AP16_9_d1"	"AP16_9_d2"	"AP16_10_d1"	"AP16_10_d2"	"AP16_11_d1"	"AP16_11_d2"	"AP16_12_d1"	"AP16_12_d2"	"AP16_13_d1"	"AP16_13_d2"	"AP16_14_d1"	"AP16_14_d2"	"AP16_15_d1"	"AP16_15_d2"	"AP16_16_d1"	"AP16_16_d2"	"AP17_1_d1"	"AP17_1_d2"	"AP17_1_d3"	"AP17_1_d4"	"AP17_2_d1"	"AP17_2_d2"	"AP17_2_d3"	"AP17_2_d4"	"AP17_3_d1"	"AP17_3_d2"	"AP17_3_d3"	"AP17_3_d4"	"AP17_4_d1"	"AP17_4_d2"	"AP17_4_d3"	"AP17_4_d4"	"AP17_5_d1"	"AP17_5_d2"	"AP17_5_d3"	"AP17_5_d4"	"AP17_6_d1"	"AP17_6_d2"	"AP17_6_d3"	"AP17_6_d4"	"AP17_7_d1"	"AP17_7_d2"	"AP17_7_d3"	"AP17_7_d4"	"AP17_8_d1"	"AP17_8_d2"	"AP17_8_d3"	"AP17_8_d4"	"AP18_d1"	"AP18_d2"	"AP18_d3"	"AP18_d4"	"AP18_d5"	"AP18_d6"	"AP19_1_d1"	"AP19_1_d2"	"AP19_1_d3"	"AP19_1_d4"	"AP19_2_d1"	"AP19_2_d2"	"AP19_2_d3"	"AP19_2_d4"	"AP19_3_d1"	"AP19_3_d2"	"AP19_3_d3"	"AP19_3_d4"	"AP19_4_d1"	"AP19_4_d2"	"AP19_4_d3"	"AP19_4_d4"	"AP20_1_d1"	"AP20_1_d2"	"AP20_1_d3"	"AP20_1_d4"	"AP20_2_d1"	"AP20_2_d2"	"AP20_2_d3"	"AP20_2_d4"	"AP20_3_d1"	"AP20_3_d2"	"AP20_3_d3"	"AP20_3_d4"	"AP20_4_d1"	"AP20_4_d2"	"AP20_4_d3"	"AP20_4_d4"	"AP20_5_d1"	"AP20_5_d2"	"AP20_5_d3"	"AP20_5_d4"	"AP21_1_d1"	"AP21_1_d2"	"AP21_1_d3"	"AP21_1_d4"	"AP21_2_d1"	"AP21_2_d2"	"AP21_2_d3"	"AP21_2_d4"	"AP21_3_d1"	"AP21_3_d2"	"AP21_3_d3"	"AP21_3_d4"	"AP21_4_d1"	"AP21_4_d2"	"AP21_4_d3"	"AP21_4_d4"	"AP22_1_d1"	"AP22_1_d2"	"AP22_1_d3"	"AP22_1_d4"	"AP22_1_d5"	"AP22_1_d6"	"AP22_2_d1"	"AP22_2_d2"	"AP22_2_d3"	"AP22_2_d4"	"AP22_2_d5"	"AP22_2_d6"	"AP22_3_d1"	"AP22_3_d2"	"AP22_3_d3"	"AP22_3_d4"	"AP22_3_d5"	"AP22_3_d6"	"AP22_4_d1"	"AP22_4_d2"	"AP22_4_d3"	"AP22_4_d4"	"AP22_4_d5"	"AP22_4_d6"	"AP22_5_d1"	"AP22_5_d2"	"AP22_5_d3"	"AP22_5_d4"	"AP22_5_d5"	"AP22_5_d6"	"AP22_6_d1"	"AP22_6_d2"	"AP22_6_d3"	"AP22_6_d4"	"AP22_6_d5"	"AP22_6_d6"	"AP23_1_d1"	"AP23_1_d2"	"AP23_1_d3"	"AP23_1_d4"	"AP23_1_d5"	"AP23_1_d6"	"AP23_2_d1"	"AP23_2_d2"	"AP23_2_d3"	"AP23_2_d4"	"AP23_2_d5"	"AP23_2_d6"	"AP23_3_d1"	"AP23_3_d2"	"AP23_3_d3"	"AP23_3_d4"	"AP23_3_d5"	"AP23_3_d6"	"AP23_4_d1"	"AP23_4_d2"	"AP23_4_d3"	"AP23_4_d4"	"AP23_4_d5"	"AP23_4_d6"	"AP23_5_d1"	"AP23_5_d2"	"AP23_5_d3"	"AP23_5_d4"	"AP23_5_d5"	"AP23_5_d6"	"AP24_1_d1"	"AP24_1_d2"	"AP24_1_d3"	"AP24_1_d4"	"AP24_1_d5"	"AP24_2_d1"	"AP24_2_d2"	"AP24_2_d3"	"AP24_2_d4"	"AP24_2_d5"	"AP24_3_d1"	"AP24_3_d2"	"AP24_3_d3"	"AP24_3_d4"	"AP24_3_d5"	"AP24_4_d1"	"AP24_4_d2"	"AP24_4_d3"	"AP24_4_d4"	"AP24_4_d5"	"AP24_5_d1"	"AP24_5_d2"	"AP24_5_d3"	"AP24_5_d4"	"AP24_5_d5"	"AP25_1_d1"	"AP25_1_d2"	"AP25_1_d3"	"AP25_1_d4"	"AP25_2_d1"	"AP25_2_d2"	"AP25_2_d3"	"AP25_2_d4"	"AP25_3_d1"	"AP25_3_d2"	"AP25_3_d3"	"AP25_3_d4"	"AP25_4_d1"	"AP25_4_d2"	"AP25_4_d3"	"AP25_4_d4"	"AP25_5_d1"	"AP25_5_d2"	"AP25_5_d3"	"AP25_5_d4"	"AP26_1_d1"	"AP26_1_d2"	"AP26_1_d3"	"AP26_1_d4"	"AP26_2_d1"	"AP26_2_d2"	"AP26_2_d3"	"AP26_2_d4"	"AP26_3_d1"	"AP26_3_d2"	"AP26_3_d3"	"AP26_3_d4"	"AP26_4_d1"	"AP26_4_d2"	"AP26_4_d3"	"AP26_4_d4"	"AP26_5_d1"	"AP26_5_d2"	"AP26_5_d3"	"AP26_5_d4"	"AP26_6_d1"	"AP26_6_d2"	"AP26_6_d3"	"AP26_6_d4"	"AP26_7_d1"	"AP26_7_d2"	"AP26_7_d3"	"AP26_7_d4"	"AP26_8_d1"	"AP26_8_d2"	"AP26_8_d3"	"AP26_8_d4"	"AP27_1_d1"	"AP27_1_d2"	"AP27_1_d3"	"AP27_1_d4"	"AP27_2_d1"	"AP27_2_d2"	"AP27_2_d3"	"AP27_2_d4"	"AP27_3_d1"	"AP27_3_d2"	"AP27_3_d3"	"AP27_3_d4"	"AP27_4_d1"	"AP27_4_d2"	"AP27_4_d3"	"AP27_4_d4"	"AP27_5_d1"	"AP27_5_d2"	"AP27_5_d3"	"AP27_5_d4"	"AP27_6_d1"	"AP27_6_d2"	"AP27_6_d3"	"AP27_6_d4"	"AP27_7_d1"	"AP27_7_d2"	"AP27_7_d3"	"AP27_7_d4"	"AP27_8_d1"	"AP27_8_d2"	"AP27_8_d3"	"AP27_8_d4"	"AP28_1_d1"	"AP28_1_d2"	"AP28_1_d3"	"AP28_1_d4"	"AP28_2_d1"	"AP28_2_d2"	"AP28_2_d3"	"AP28_2_d4"	"AP28_3_d1"	"AP28_3_d2"	"AP28_3_d3"	"AP28_3_d4"	"AP28_4_d1"	"AP28_4_d2"	"AP28_4_d3"	"AP28_4_d4"	"AP28_5_d1"	"AP28_5_d2"	"AP28_5_d3"	"AP28_5_d4"	"AP29_1_d1"	"AP29_1_d2"	"AP29_2_d1"	"AP29_2_d2"	"AP29_3_d1"	"AP29_3_d2"	"AP29_4_d1"	"AP29_4_d2"	"AP29_5_d1"	"AP29_5_d2"	"AP29_6_d1"	"AP29_6_d2"	"AP31_1_d1"	"AP31_1_d2"	"AP31_1_d3"	"AP31_1_d4"	"AP31_2_d1"	"AP31_2_d2"	"AP31_2_d3"	"AP31_2_d4"	"AP31_3_d1"	"AP31_3_d2"	"AP31_3_d3"	"AP31_3_d4"	"AP31_4_d1"	"AP31_4_d2"	"AP31_4_d3"	"AP31_4_d4"	"AP31_5_d1"	"AP31_5_d2"	"AP31_5_d3"	"AP31_5_d4"	"AP31_6_d1"	"AP31_6_d2"	"AP31_6_d3"	"AP31_6_d4"	"AP31_7_d1"	"AP31_7_d2"	"AP31_7_d3"	"AP31_7_d4"	"AP31_8_d1"	"AP31_8_d2"	"AP31_8_d3"	"AP31_8_d4"	"AP32_1_d1"	"AP32_1_d2"	"AP32_1_d3"	"AP32_1_d4"	"AP32_2_d1"	"AP32_2_d2"	"AP32_2_d3"	"AP32_2_d4"	"AP32_3_d1"	"AP32_3_d2"	"AP32_3_d3"	"AP32_3_d4"	"AP32_4_d1"	"AP32_4_d2"	"AP32_4_d3"	"AP32_4_d4"	"AP32_5_d1"	"AP32_5_d2"	"AP32_5_d3"	"AP32_5_d4"	"AP33_1_d1"	"AP33_1_d2"	"AP33_1_d3"	"AP33_1_d4"	"AP33_2_d1"	"AP33_2_d2"	"AP33_2_d3"	"AP33_2_d4"	"AP33_3_d1"	"AP33_3_d2"	"AP33_3_d3"	"AP33_3_d4"	"AP33_4_d1"	"AP33_4_d2"	"AP33_4_d3"	"AP33_4_d4"	"AP34_1_d1"	"AP34_1_d2"	"AP34_1_d3"	"AP34_1_d4"	"AP34_2_d1"	"AP34_2_d2"	"AP34_2_d3"	"AP34_2_d4"	"AP34_3_d1"	"AP34_3_d2"	"AP34_3_d3"	"AP34_3_d4"	"AP34_4_d1"	"AP34_4_d2"	"AP34_4_d3"	"AP34_4_d4"	"AP36_1_d1"	"AP36_1_d2"	"AP36_1_d3"	"AP36_1_d4"	"AP36_2_d1"	"AP36_2_d2"	"AP36_2_d3"	"AP36_2_d4"	"AP36_3_d1"	"AP36_3_d2"	"AP36_3_d3"	"AP36_3_d4"	"AP37_1_d1"	"AP37_1_d2"	"AP37_1_d3"	"AP37_1_d4"	"AP37_1_d6"	"AP37_2_d1"	"AP37_2_d2"	"AP37_2_d3"	"AP37_2_d4"	"AP37_3_d1"	"AP37_3_d2"	"AP37_3_d3"	"AP37_3_d4"	"AP37_5_d1"	"AP37_5_d2"	"AP37_5_d3"	"AP37_5_d4"	"AP37_6_d1"	"AP37_6_d2"	"AP37_6_d3"	"AP37_6_d4"	"AP38_1_d1"	"AP38_1_d2"	"AP38_1_d3"	"AP38_1_d4"	"AP38_2_d1"	"AP38_2_d2"	"AP38_2_d3"	"AP38_2_d4"	"AP38_3_d1"	"AP38_3_d2"	"AP38_3_d3"	"AP38_3_d4"	"AP38_4_d1"	"AP38_4_d2"	"AP38_4_d3"	"AP38_4_d4"	"age_arrival"
90000001001	1	1	6	15.5	0.9049135577798	1	0	0	1	0	0	0	1	0	0	0	0	1	0	1	1	0	1	0	0	0	0	1	0	1	1	0	0	0	0	0	1	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	1	0	1	0	0	0	0	0	1	0	1	0	1	0	1	0	0	1	1	0	1	0	1	0	1	0	0	1	1	0	1	0	1	0	1	0	1	0	1	0	0	0	1	0	0	0	1	0	1	0	0	0	0	0	1	0	0	0	0	1	0	0	0	1	0	0	1	0	0	0	0	1	0	1	0	0	0	0	0	0	1	0	0	0	0	1	0	0	1	0	0	1	0	0	0	1	0	0	0	1	0	0	0	1	0	0	0	0	1	0	0	1	0	0	1	0	0	0	1	0	0	0	1	0	0	0	1	0	0	0	0	0	0	1	0	0	0	0	0	0	1	0	0	0	1	0	0	0	0	0	0	0	1	0	0	0	0	0	1	0	1	0	0	0	0	0	0	1	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	1	0	0	1	0	0	0	0	0	0	0	0	1	1	0	0	0	0	1	0	0	0	0	0	0	0	0	1	0	0	0	0	1	1	0	0	0	0	0	0	1	0	0	1	0	0	0	0	1	0	0	0	1	0	0	0	1	0	0	1	0	0	1	0	0	0	0	1	0	0	0	1	0	0	1	0	0	0	1	0	0	0	1	0	0	0	1	0	0	0	0	1	0	0	0	1	0	0	0	0	1	0	0	1	0	0	1	0	0	0	1	0	0	0	0	1	0	0	0	1	0	0	0	0	1	0	0	0	1	0	0	0	0	1	0	0	1	0	0	0	1	0	0	0	1	0	0	1	0	1	0	1	1	0	0	0	1	0	0	1	0	0	0	1	0	0	0	1	0	0	0	0	1	0	0	0	1	0	0	0	1	0	0	0	1	0	0	0	0	1	0	0	1	0	0	0	0	1	0	0	1	0	0	0	0	1	1	0	0	0	1	0	0	0	1	0	0	0	1	0	0	0	0	1	0	0	1	0	0	0	0	0	0	1	0	0	0	1	0	0	1	0	0	0	1	0	0	0	0	1	0	0	1	0	0	0	0	1	0	0	0	0	1	0	0	0	1	0	0	1	0	0	1	0	0	0	1	0	0	0	1	0	0	0	1	0	0	0
90000001005	1	5	6	16.3333333333333	-1.11828935395814	1	0	0	0	1	0	0	0	0	1	0	0	1	0	1	0	1	0	0	1	0	0	1	0	1	0	1	1	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	1	0	1	0	1	0	1	0	1	0	0	1	1	0	0	1	0	1	1	0	1	0	1	0	1	0	0	1	1	0	1	0	1	0	0	0	1	0	0	0	0	1	1	0	0	0	0	0	1	0	0	0	0	1	0	0	1	0	1	0	0	0	1	0	0	0	1	0	0	0	0	0	0	0	0	1	0	0	0	1	0	1	0	0	1	0	0	0	0	1	0	0	1	0	0	0	0	1	0	0	0	1	0	0	0	1	0	0	1	0	0	0	1	0	0	0	1	0	0	0	0	1	0	0	0	0	0	1	0	0	0	0	0	1	0	0	0	0	0	0	1	0	0	0	1	0	0	0	0	0	0	1	0	0	0	1	0	0	0	0	0	0	0	1	0	0	0	0	1	0	0	0	0	0	0	0	0	1	0	0	0	0	1	0	0	0	0	1	0	0	0	1	0	0	0	0	1	0	0	0	0	0	0	0	1	0	1	0	0	0	0	0	1	0	0	0	0	1	0	0	0	1	0	0	0	1	0	0	0	0	1	0	0	0	1	0	0	1	0	1	0	0	0	0	0	1	0	0	1	0	0	1	0	0	0	0	1	0	0	0	0	1	0	1	0	0	0	0	1	0	0	1	0	0	0	1	0	0	0	1	0	0	0	0	1	0	0	0	1	0	0	0	1	0	0	0	1	0	0	0	0	0	1	0	0	0	1	0	0	1	0	0	0	0	1	0	0	0	1	1	0	0	0	0	1	0	1	0	0	0	1	0	1	0	0	1	0	0	0	0	1	0	0	0	1	0	0	1	0	0	0	0	1	0	0	1	0	0	0	0	1	0	0	0	0	1	0	0	0	1	0	0	1	0	0	0	0	1	0	0	0	0	1	0	1	0	0	0	1	0	0	0	1	0	0	0	0	1	0	0	0	0	1	0	1	0	0	0	0	0	1	0	0	0	1	0	0	0	1	0	0	1	0	0	0	1	0	0	0	0	1	0	0	0	1	0	0	0	1	0	0	0	1	0	0	1	0	0	1	0	0	0	1	0	0	0	1	0	0	0	0	1	0	0	-1
90000001007	1	7	6	15.8333333333333	-1.20382165605095	1	0	0	0	1	1	0	0	0	1	0	0	1	0	1	0	1	0	0	1	0	0	1	0	1	0	1	0	0	0	1	0	0	0	0	0	1	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	1	0	0	1	1	0	0	1	0	1	0	1	1	0	0	1	0	1	0	1	0	1	0	1	0	1	0	1	1	0	1	0	1	0	0	0	1	0	0	0	1	0	1	0	0	0	0	0	1	0	0	0	1	0	1	0	0	0	1	0	0	0	1	0	0	0	0	0	1	0	0	0	0	1	0	0	0	0	0	1	0	1	0	0	0	1	0	0	0	0	1	0	0	0	1	0	0	1	0	0	0	1	0	0	0	1	0	0	1	0	0	0	1	0	0	0	1	0	0	0	1	0	0	0	0	0	1	0	0	0	0	0	1	0	0	0	0	1	0	0	0	0	1	0	0	0	0	0	0	0	1	0	0	0	1	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	1	0	1	0	0	0	0	0	0	0	1	0	0	0	0	1	0	0	0	0	1	0	0	0	0	1	0	0	0	0	1	0	0	0	0	1	0	0	0	0	0	1	0	0	0	0	1	0	0	1	0	0	0	1	0	0	0	0	0	1	0	1	0	0	0	0	0	1	0	0	1	0	0	0	0	0	1	0	0	0	1	0	1	0	0	0	0	1	0	0	0	1	0	0	1	0	0	0	0	1	0	0	0	1	0	0	0	1	0	0	0	0	1	0	0	0	1	0	0	0	1	0	0	0	1	0	0	1	0	0	1	0	0	1	0	0	0	1	0	0	0	0	1	0	0	1	0	0	0	0	1	0	1	0	1	0	1	1	0	1	0	0	0	1	0	0	0	1	0	0	1	0	0	0	0	1	0	0	0	1	0	0	0	1	0	0	0	1	0	0	0	1	0	1	0	0	0	1	0	0	0	0	1	0	0	1	0	0	0	1	0	0	0	0	0	1	0	0	0	1	0	0	0	1	0	0	1	0	0	0	1	0	0	0	1	0	0	0	0	1	0	0	0	1	0	0	1	0	0	0	0	1	0	0	0	0	1	0	0	1	0	0	0	1	0	0	0	0	1	0	0	0	1	0	0	0	1	0	0	1	0	0	0	1	0	0	0	0	1	0	0	0	1	0	-1
90000001008	1	8	6	15.4166666666667	-1.20655141037307	1	0	0	0	1	1	0	0	1	0	0	0	1	0	1	1	0	0	0	1	0	0	1	0	1	0	1	1	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	1	0	0	0	0	0	0	0	0	1	0	0	0	0	0	1	0	0	1	1	0	1	0	1	0	1	0	0	1	1	0	1	0	1	0	1	0	1	0	1	0	1	0	1	0	0	1	0	1	0	0	0	1	0	0	0	0	1	0	0	0	1	0	0	1	0	0	0	0	0	1	1	0	0	0	1	0	0	0	0	0	1	0	0	0	0	1	0	0	0	0	1	0	0	1	0	0	0	1	0	0	0	1	0	0	0	1	0	0	0	1	0	0	0	1	0	0	0	1	0	0	1	0	0	0	0	1	0	0	0	1	0	0	1	0	0	0	0	0	0	1	0	0	1	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	1	0	0	0	0	0	1	0	0	0	0	1	0	0	0	1	0	0	0	1	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	1	0	0	0	0	0	1	0	0	0	1	0	0	1	0	0	0	0	0	1	0	0	0	0	0	1	0	0	0	1	0	0	0	0	1	0	0	1	0	0	1	0	0	0	0	0	1	0	0	1	0	0	0	0	0	1	0	0	1	0	0	0	0	1	0	0	1	0	0	1	0	0	0	0	1	0	0	0	0	1	0	0	1	0	0	0	1	0	0	1	0	0	0	0	1	0	0	0	1	0	0	1	0	0	0	0	1	0	0	0	1	0	0	0	1	0	0	0	0	1	0	0	0	1	0	0	1	0	0	0	0	1	0	0	0	1	1	0	1	0	1	0	0	1	0	1	1	0	0	1	0	0	1	0	0	0	1	0	0	0	0	1	0	0	0	1	0	0	1	0	0	0	0	1	0	0	1	0	0	0	0	1	0	0	1	0	0	0	1	0	0	0	0	1	0	0	1	0	0	0	0	0	1	0	0	0	1	0	0	1	0	0	0	0	1	0	1	0	0	0	0	0	0	1	0	0	1	0	0	0	0	1	0	0	0	1	0	0	0	1	0	0	0	1	0	0	1	0	0	0	0	1	0	0	0	1	0	0	0	0	1	0	0	0	1	0	1	0	0	0	1	0	0	0	1	0	0	0	1	0	0	-1
90000001009	1	9	5	15.5833333333333	0.78252957233849	1	0	0	0	1	1	0	1	0	0	0	0	1	1	0	0	1	0	0	0	0	0	1	0	1	0	1	1	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	1	0	0	0	0	1	0	1	0	1	0	1	0	0	1	1	0	1	0	0	0	1	0	1	0	1	0	1	0	1	0	1	0	1	0	1	0	1	0	0	0	0	0	1	0	0	1	0	0	0	0	1	0	0	1	0	0	0	0	0	1	1	0	0	0	0	0	1	0	0	0	0	1	0	0	0	1	0	0	0	0	0	1	0	1	0	0	0	1	0	0	0	0	1	0	0	0	1	0	0	0	1	0	0	0	1	0	0	1	0	0	0	1	0	0	0	1	0	0	0	1	0	0	0	1	0	0	0	0	1	0	0	0	0	1	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	1	0	0	0	0	1	0	0	0	0	0	1	0	0	0	0	1	0	0	0	1	0	0	0	0	0	0	0	0	0	1	0	0	0	0	1	0	0	0	0	0	0	1	1	0	0	0	0	1	0	0	0	0	0	0	0	1	0	0	0	1	0	0	0	0	1	0	0	0	1	0	0	0	1	0	0	0	1	0	0	0	1	0	0	0	1	0	0	0	1	0	0	1	0	0	0	0	0	1	0	0	0	1	0	1	0	0	0	0	1	0	0	1	0	0	0	1	0	0	0	0	1	0	0	1	0	0	0	0	1	0	0	0	0	1	0	0	1	0	0	1	0	0	0	0	1	0	0	0	0	1	0	0	0	1	0	0	0	1	0	0	1	0	0	0	0	1	0	0	1	0	0	1	0	1	0	0	0	0	1	0	0	0	1	0	1	0	0	0	1	0	0	0	1	0	0	0	1	0	0	0	1	0	0	0	1	0	0	1	0	0	0	0	1	0	0	0	1	0	0	0	1	0	0	0	1	0	0	0	1	0	0	0	1	0	0	1	0	0	0	1	0	0	0	1	0	0	0	1	0	0	0	0	1	0	0	0	1	0	0	0	0	1	0	0	1	0	0	0	0	1	0	0	0	1	0	0	0	1	0	0	0	0	1	0	0	0	0	1	0	0	0	1	0	0	0	1	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	-1
90000001010	1	10	6	15.4166666666667	1.40627843494086	1	0	0	0	1	1	0	1	0	0	0	1	0	0	1	0	1	1	0	0	0	1	0	0	1	0	1	1	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	1	0	0	0	0	1	0	1	0	1	0	1	0	0	1	1	0	0	1	1	0	1	0	1	0	1	0	1	0	0	1	1	0	1	0	0	1	0	1	0	0	0	0	1	0	0	1	0	0	0	0	1	0	0	0	1	0	0	0	0	1	1	0	0	0	1	0	0	0	0	1	0	0	0	0	0	0	0	1	0	0	0	1	1	0	0	0	1	0	0	0	0	0	1	0	0	1	0	0	1	0	0	0	1	0	0	0	1	0	0	0	1	0	0	0	1	0	0	0	1	0	0	0	0	1	0	0	0	0	0	1	0	0	0	0	1	0	0	0	0	0	0	0	1	0	0	1	0	0	0	0	0	0	0	1	0	0	0	0	1	0	0	0	0	0	0	1	0	0	0	0	1	0	0	0	0	0	0	0	1	0	0	0	0	1	0	0	0	0	0	0	0	1	1	0	0	0	0	1	0	0	0	0	0	0	1	0	0	0	1	0	0	0	1	0	0	0	0	0	1	0	0	0	0	1	0	0	1	0	0	0	0	1	0	0	1	0	0	0	0	1	0	1	0	0	0	0	0	1	0	0	0	1	0	1	0	0	0	0	0	1	0	0	1	0	0	0	1	0	0	0	0	0	1	0	0	1	0	0	0	1	0	0	0	1	0	0	1	0	0	0	0	0	1	0	0	0	1	0	0	0	1	0	0	0	1	0	0	0	1	0	0	1	0	0	0	1	0	0	0	1	0	0	1	0	1	1	0	0	1	1	0	1	0	0	1	0	0	1	0	0	0	0	1	0	0	0	1	0	0	0	0	1	0	0	0	1	0	0	1	0	0	1	0	0	0	0	1	0	0	0	1	0	0	0	1	0	0	1	0	0	0	0	0	1	0	1	0	0	0	0	1	0	0	1	0	0	0	1	0	0	0	0	0	1	0	0	1	0	0	0	0	1	0	0	0	0	1	0	0	0	1	0	0	1	0	0	0	0	1	0	0	1	0	0	0	0	1	0	0	0	0	1	0	0	0	1	0	0	0	1	0	1	0	0	0	1	0	0	0	1	0	0	1	0	0	0	-1
90000001011	1	11	7	15.5	0.45950864422202	1	0	0	0	1	1	0	0	0	1	0	0	1	0	1	0	1	1	0	0	0	0	1	1	0	0	1	0	0	0	0	0	1	0	0	0	0	0	0	0	0	1	1	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	1	0	1	0	1	0	1	0	0	1	1	0	0	1	1	0	1	0	1	0	0	1	1	0	1	0	1	0	1	0	1	0	0	0	1	0	0	0	1	0	0	1	0	0	0	1	0	0	0	0	1	0	0	0	1	0	1	0	0	0	0	1	0	0	0	1	0	0	0	0	0	0	0	1	0	0	0	1	0	1	0	0	0	1	0	0	0	0	1	0	0	1	0	0	0	1	0	0	0	1	0	0	0	1	0	0	1	0	0	0	1	0	0	0	1	0	0	0	1	0	0	0	0	0	0	1	0	0	0	0	1	0	0	0	0	0	0	1	0	0	0	0	0	0	1	0	0	0	0	0	0	1	0	0	0	1	0	0	0	0	0	0	1	0	0	0	1	0	0	0	0	0	0	0	0	1	0	0	0	0	0	1	0	0	0	0	1	0	0	0	0	1	0	0	0	0	1	0	0	0	0	1	0	0	0	0	1	0	0	0	0	1	0	0	1	0	0	0	1	0	0	0	1	0	0	0	0	1	0	0	0	1	0	0	0	0	1	0	0	1	0	0	0	1	0	0	0	0	1	0	0	1	0	0	0	1	0	0	0	1	0	0	1	0	0	0	1	0	0	0	1	0	0	0	1	0	0	1	0	0	0	0	1	0	0	0	1	0	0	0	0	1	0	0	0	1	0	0	0	1	0	0	0	1	0	0	0	1	0	0	0	1	0	0	0	1	0	0	1	1	0	0	1	0	1	1	0	0	1	1	0	0	0	1	0	0	0	1	0	0	0	0	1	0	0	1	0	0	0	0	1	0	0	0	1	0	0	0	1	0	0	0	0	1	0	0	0	1	0	0	1	0	0	0	0	1	0	0	0	1	0	0	1	0	0	0	1	0	0	0	1	0	0	0	1	0	0	0	0	1	0	0	0	1	0	0	0	1	0	0	0	1	0	0	0	1	0	0	0	1	0	0	0	1	0	0	0	0	1	0	0	0	1	0	0	0	1	0	0	0	1	0	0	0	1	0	0	1	0	0	0	1	0	0	0	1	0	0	0	1	0	0	0
