"fullid"	"entid"	"bookid"	"PM5002Q01"	"PM5002Q02"	"PM5008Q01"	"PM5010Q01"	"PM5010Q02"	"PM5013Q01"	"PM5013Q03"	"PM5015Q02"	"PM5017Q02"	"PM5017Q03"	"PM5020Q02"	"PM5021Q01"	"PM5021Q02"	"PM5026Q01"	"PM5101Q01"	"PM5101Q02"	"PM5102Q01"	"PM5104Q01"	"PM5107Q01"	"PM5107Q02"	"PM5109Q01"	"PM5109Q02"	"PM5110Q01"	"PM5110Q02"	"PM5124Q01"	"PM5124Q02"	"PM5124Q03"	"PM5142Q01"	"PM5142Q02"	"PM5145Q01"	"PM5163Q01"	"PM5169Q01"	"PM5169Q02"	"PM5181Q02"	"PM5183Q01"	"PM5183Q02"	"PM5185Q01"	"PM5185Q02"	"PM5187Q01"	"PM5188Q01"	"PR6002Q01"	"PR6002Q02"	"PR6002Q04"	"PR6002Q05"	"PR6004Q01"	"PR6004Q05B"	"PR6004Q06"	"PR6008Q02"	"PR6008Q04"	"PR6008Q05"	"PR6010Q01"	"PR6010Q03"	"PR6010Q06"	"PR6010Q07"	"PR6011Q03"	"PR6011Q05"	"PR6011Q07"	"PR6013Q03"	"PR6013Q04"	"PR6013Q06"	"PR6014Q03"	"PR6014Q06"	"PR6014Q07"	"PR6015Q01"	"PR6015Q03"	"PR6015Q04"	"PR6015Q06"	"PR6017Q04"	"PR6017Q05"	"PR6017Q08"	"PR6017Q10"	"PR6017Q11"	"PR6018Q01"	"PR6018Q03"	"PR6018Q08"	"PR6018Q09"	"PR6023Q01"	"PR6023Q06"	"PR6023Q07"	"PR6023Q08"	"PR6026Q02"	"PR6026Q05"	"PR6027Q01"	"PR6027Q04"	"PR6027Q10"	"PS7000Q01"	"PS7000Q02"	"PS7002Q03"	"PS7002Q04"	"PS7012Q01"	"PS7012Q03"	"PS7012Q04"	"PS7013Q01"	"PS7013Q02"	"PS7014Q01"	"PS7014Q03"	"PS7017Q01"	"PS7017Q04"	"PS7018Q03"	"PS7018Q04"	"PS7020Q03"	"PS7020Q04"	"PS7021Q02"	"PS7021Q04"	"PS7201Q01"	"PS7201Q02"	"PS7201Q03"	"PS7205Q02"	"PS7208Q01"	"PS7208Q02"	"PS7211Q01"	"PS7211Q02"	"PS7212Q01"	"PS7212Q02"	"PS7212Q04"	"PS7215Q02"	"PS7215Q03"	"PS7216Q01"	"PS7216Q03"	"PS7217Q01"	"PS7217Q02"	"PS7220Q01"	"PS7220Q02"	"PS7220Q03"	"PS7221Q01"	"PS7221Q02"	"PS7221Q03"	"PS7221Q04"	"PS7222Q01"	"PS7222Q02"	"PS7222Q03"	"PS7224Q02"	"PS7228Q02"	"PS7228Q03"	"PS7228Q04"	"PS7230Q02"	"PS7230Q03"	"PS7231Q01"	"PS7231Q04"
90000001019	90000001	1	"3"	"3"	"1"	"211"	"1"	"7"	"7"	"3"	"2"	"2"	"1"	"7777"	"7"	"7"	"7"	"7"	"3"	"7"	"7"	"7"	"9"	"9"	"0"	"1"	"7"	"7"	"7"	"1"	"1"	"7"	"1"	"1"	"1"	"7"	"7"	"7"	"4"	"212"	"2"	"1"	"7"	"7777"	"7"	"7"	"1"	"1"	"4"	"7"	"7"	"7"	"7"	"7"	"7"	"7"	"7"	"7"	"7"	"0"	"3"	"1"	"7"	"77777"	"7"	"3"	"0"	"1"	"3"	"2"	"331"	"1"	"2"	"2"	"2211"	"0"	"2"	"1"	"7"	"7"	"7"	"7"	"121"	"212"	"211"	"1"	"0"	"2"	"221"	"0"	"4"	"7"	"7"	"777"	"7"	"7"	"7"	"7"	"7"	"7"	"7"	"7777"	"7"	"7"	"211"	"221"	"7"	"7"	"7"	"7"	"7"	"7"	"7"	"777"	"7"	"7"	"7"	"7"	"7"	"4"	"1"	"77777"	"7"	"7"	"77"	"7"	"7"	"7"	"777"	"7"	"7"	"777"	"77"	"777"	"7"	"7"	"7"	"77"	"7777"	"77"	"777"
90000001020	90000001	2	"1"	"4"	"7"	"211"	"0"	"1"	"9"	"7"	"7"	"7"	"0"	"2112"	"0"	"0"	"4"	"0"	"7"	"2"	"0"	"0"	"7"	"7"	"7"	"7"	"0"	"0"	"0"	"7"	"7"	"0"	"7"	"7"	"7"	"0"	"0"	"4"	"7"	"777"	"7"	"0"	"7"	"7777"	"7"	"7"	"7"	"7"	"7"	"7"	"7"	"7"	"7"	"7"	"7"	"7"	"7"	"7"	"7"	"7"	"7"	"7"	"7"	"77777"	"7"	"3"	"0"	"1"	"3"	"7"	"777"	"7"	"7"	"7"	"7777"	"7"	"7"	"7"	"7"	"7"	"7"	"7"	"777"	"777"	"211"	"1"	"0"	"2"	"211"	"0"	"3"	"7"	"7"	"777"	"7"	"7"	"7"	"7"	"3"	"0"	"7"	"7777"	"2"	"1"	"112"	"211"	"7"	"7"	"7"	"2"	"7"	"7"	"7"	"777"	"1"	"3"	"0"	"0"	"0"	"1"	"0"	"77777"	"7"	"7"	"77"	"7"	"3"	"1"	"221"	"2"	"4"	"122"	"19"	"112"	"0"	"0"	"2"	"77"	"7777"	"21"	"221"
90000001021	90000001	3	"7"	"7"	"0"	"777"	"7"	"2"	"0"	"4"	"4"	"2"	"7"	"2112"	"0"	"0"	"1"	"9"	"3"	"1"	"0"	"9"	"9"	"9"	"0"	"0"	"1"	"0"	"0"	"1"	"1"	"9"	"0"	"1"	"9"	"9"	"0"	"3"	"2"	"112"	"1"	"7"	"1"	"1221"	"1"	"1"	"7"	"7"	"7"	"0"	"1"	"0"	"4"	"0"	"4"	"0"	"2"	"9"	"1"	"7"	"7"	"7"	"1"	"12221"	"0"	"7"	"7"	"7"	"7"	"7"	"777"	"7"	"7"	"7"	"7777"	"7"	"7"	"7"	"2"	"2"	"5"	"1"	"777"	"777"	"777"	"7"	"7"	"7"	"777"	"7"	"7"	"7"	"7"	"777"	"7"	"7"	"7"	"7"	"7"	"7"	"7"	"7777"	"7"	"7"	"777"	"777"	"7"	"7"	"7"	"7"	"7"	"7"	"7"	"777"	"7"	"7"	"7"	"7"	"7"	"7"	"7"	"77777"	"7"	"7"	"77"	"7"	"7"	"7"	"777"	"7"	"7"	"777"	"77"	"777"	"7"	"7"	"7"	"77"	"7777"	"77"	"777"
90000001022	90000001	4	"7"	"7"	"0"	"777"	"7"	"7"	"7"	"1"	"2"	"2"	"7"	"7777"	"7"	"7"	"7"	"7"	"2"	"7"	"7"	"7"	"0"	"0"	"1"	"0"	"7"	"7"	"7"	"0"	"0"	"7"	"0"	"0"	"0"	"7"	"7"	"7"	"4"	"212"	"4"	"7"	"7"	"7777"	"7"	"7"	"7"	"7"	"7"	"7"	"7"	"7"	"7"	"7"	"7"	"7"	"7"	"7"	"7"	"7"	"7"	"7"	"7"	"77777"	"7"	"7"	"7"	"7"	"7"	"7"	"777"	"7"	"7"	"7"	"7777"	"7"	"7"	"7"	"7"	"7"	"7"	"7"	"777"	"777"	"777"	"7"	"7"	"7"	"777"	"7"	"7"	"2"	"1"	"112"	"1"	"1"	"1"	"0"	"4"	"9"	"3"	"1111"	"2"	"1"	"777"	"777"	"0"	"4"	"0"	"3"	"2"	"0"	"1"	"212"	"9"	"2"	"9"	"0"	"0"	"7"	"7"	"22112"	"1"	"3"	"12"	"4"	"3"	"1"	"221"	"2"	"3"	"121"	"12"	"112"	"0"	"0"	"3"	"21"	"1111"	"22"	"212"
90000001023	90000001	5	"7"	"7"	"7"	"777"	"7"	"7"	"7"	"7"	"7"	"7"	"7"	"7777"	"7"	"7"	"7"	"7"	"7"	"7"	"7"	"7"	"7"	"7"	"7"	"7"	"7"	"7"	"7"	"7"	"7"	"7"	"7"	"7"	"7"	"7"	"7"	"7"	"7"	"777"	"7"	"7"	"1"	"2112"	"0"	"4"	"1"	"1"	"4"	"1"	"1"	"1"	"2"	"0"	"3"	"1"	"3"	"0"	"1"	"1"	"2"	"1"	"3"	"22121"	"1"	"7"	"7"	"7"	"7"	"2"	"231"	"1"	"4"	"2"	"2211"	"0"	"2"	"1"	"3"	"3"	"3"	"1"	"121"	"212"	"777"	"7"	"7"	"7"	"777"	"7"	"7"	"7"	"7"	"777"	"7"	"7"	"7"	"7"	"4"	"1"	"7"	"7777"	"4"	"1"	"777"	"777"	"7"	"7"	"7"	"3"	"7"	"7"	"7"	"777"	"1"	"4"	"0"	"0"	"1"	"7"	"7"	"77777"	"7"	"7"	"77"	"7"	"3"	"1"	"211"	"2"	"1"	"221"	"12"	"112"	"0"	"0"	"2"	"77"	"7777"	"12"	"212"
90000001024	90000001	6	"3"	"4"	"7"	"111"	"0"	"7"	"7"	"7"	"7"	"7"	"9"	"7777"	"7"	"7"	"7"	"7"	"7"	"7"	"7"	"7"	"7"	"7"	"7"	"7"	"7"	"7"	"7"	"7"	"7"	"7"	"7"	"7"	"7"	"7"	"7"	"7"	"7"	"777"	"7"	"1"	"9"	"9999"	"9"	"9"	"7"	"7"	"7"	"9"	"9"	"9"	"9"	"9"	"9"	"9"	"2"	"1"	"0"	"7"	"7"	"7"	"9"	"99999"	"9"	"3"	"9"	"9"	"9"	"7"	"777"	"7"	"7"	"7"	"7777"	"7"	"7"	"7"	"4"	"4"	"3"	"1"	"777"	"777"	"211"	"1"	"9"	"2"	"211"	"9"	"9"	"3"	"0"	"112"	"9"	"9"	"9"	"9"	"7"	"7"	"2"	"2111"	"7"	"7"	"112"	"221"	"9"	"9"	"9"	"7"	"3"	"9"	"9"	"222"	"7"	"7"	"7"	"7"	"7"	"9"	"9"	"12111"	"9"	"9"	"99"	"9"	"7"	"7"	"777"	"7"	"7"	"777"	"77"	"777"	"7"	"7"	"7"	"15"	"2111"	"77"	"777"
90000001025	90000001	7	"7"	"7"	"7"	"777"	"7"	"2"	"1"	"7"	"7"	"7"	"7"	"2112"	"0"	"r"	"3"	"0"	"7"	"1"	"0"	"9"	"7"	"7"	"7"	"7"	"0"	"9"	"0"	"7"	"7"	"r"	"7"	"7"	"7"	"0"	"9"	"9"	"7"	"777"	"7"	"7"	"7"	"7777"	"7"	"7"	"1"	"0"	"4"	"7"	"7"	"7"	"7"	"7"	"7"	"7"	"7"	"7"	"7"	"1"	"1"	"3"	"7"	"77777"	"7"	"7"	"7"	"7"	"7"	"2"	"331"	"9"	"4"	"1"	"2211"	"0"	"2"	"1"	"7"	"7"	"7"	"7"	"121"	"221"	"777"	"7"	"7"	"7"	"777"	"7"	"7"	"3"	"1"	"112"	"4"	"1"	"2"	"1"	"7"	"7"	"3"	"1211"	"7"	"7"	"777"	"777"	"1"	"4"	"0"	"7"	"3"	"1"	"1"	"212"	"7"	"7"	"7"	"7"	"7"	"7"	"7"	"21111"	"9"	"4"	"12"	"3"	"7"	"7"	"777"	"7"	"7"	"777"	"77"	"777"	"7"	"7"	"7"	"21"	"1121"	"77"	"777"
90000001026	90000001	1	"3"	"5"	"0"	"211"	"0"	"7"	"7"	"4"	"2"	"2"	"0"	"7777"	"7"	"7"	"7"	"7"	"3"	"7"	"7"	"7"	"9"	"0"	"0"	"0"	"7"	"7"	"7"	"1"	"1"	"7"	"0"	"1"	"1"	"7"	"7"	"7"	"4"	"221"	"2"	"1"	"7"	"7777"	"7"	"7"	"9"	"0"	"4"	"7"	"7"	"7"	"7"	"7"	"7"	"7"	"7"	"7"	"7"	"1"	"3"	"1"	"7"	"77777"	"7"	"4"	"0"	"0"	"3"	"2"	"331"	"1"	"4"	"2"	"2211"	"0"	"2"	"0"	"7"	"7"	"7"	"7"	"111"	"221"	"211"	"1"	"0"	"2"	"211"	"0"	"3"	"7"	"7"	"777"	"7"	"7"	"7"	"7"	"7"	"7"	"7"	"7777"	"7"	"7"	"121"	"121"	"7"	"7"	"7"	"7"	"7"	"7"	"7"	"777"	"7"	"7"	"7"	"7"	"7"	"2"	"1"	"77777"	"7"	"7"	"77"	"7"	"7"	"7"	"777"	"7"	"7"	"777"	"77"	"777"	"7"	"7"	"7"	"77"	"7777"	"77"	"777"
90000001027	90000001	2	"3"	"3"	"7"	"211"	"0"	"2"	"0"	"7"	"7"	"7"	"0"	"2112"	"0"	"0"	"4"	"0"	"7"	"1"	"1"	"0"	"7"	"7"	"7"	"7"	"0"	"0"	"0"	"7"	"7"	"0"	"7"	"7"	"7"	"1"	"0"	"4"	"7"	"777"	"7"	"1"	"7"	"7777"	"7"	"7"	"7"	"7"	"7"	"7"	"7"	"7"	"7"	"7"	"7"	"7"	"7"	"7"	"7"	"7"	"7"	"7"	"7"	"77777"	"7"	"3"	"0"	"0"	"3"	"7"	"777"	"7"	"7"	"7"	"7777"	"7"	"7"	"7"	"7"	"7"	"7"	"7"	"777"	"777"	"211"	"1"	"0"	"4"	"211"	"0"	"4"	"7"	"7"	"777"	"7"	"7"	"7"	"7"	"1"	"9"	"7"	"7777"	"4"	"1"	"111"	"299"	"7"	"7"	"7"	"3"	"7"	"7"	"7"	"777"	"0"	"3"	"1"	"0"	"1"	"4"	"1"	"77777"	"7"	"7"	"77"	"7"	"3"	"2"	"211"	"2"	"4"	"111"	"12"	"112"	"0"	"0"	"3"	"77"	"7777"	"12"	"121"
90000001028	90000001	3	"7"	"7"	"0"	"777"	"7"	"4"	"1"	"1"	"3"	"2"	"7"	"2112"	"1"	"0"	"1"	"1"	"3"	"1"	"0"	"0"	"9"	"9"	"0"	"9"	"1"	"0"	"0"	"1"	"1"	"9"	"1"	"1"	"0"	"0"	"1"	"4"	"4"	"212"	"3"	"7"	"2"	"2112"	"0"	"3"	"7"	"7"	"7"	"0"	"0"	"1"	"1"	"0"	"2"	"9"	"1"	"0"	"0"	"7"	"7"	"7"	"1"	"12211"	"0"	"7"	"7"	"7"	"7"	"7"	"777"	"7"	"7"	"7"	"7777"	"7"	"7"	"7"	"2"	"3"	"5"	"0"	"777"	"777"	"777"	"7"	"7"	"7"	"777"	"7"	"7"	"7"	"7"	"777"	"7"	"7"	"7"	"7"	"7"	"7"	"7"	"7777"	"7"	"7"	"777"	"777"	"7"	"7"	"7"	"7"	"7"	"7"	"7"	"777"	"7"	"7"	"7"	"7"	"7"	"7"	"7"	"77777"	"7"	"7"	"77"	"7"	"7"	"7"	"777"	"7"	"7"	"777"	"77"	"777"	"7"	"7"	"7"	"77"	"7777"	"77"	"777"
90000001029	90000001	4	"7"	"7"	"0"	"777"	"7"	"7"	"7"	"3"	"3"	"2"	"7"	"7777"	"7"	"7"	"7"	"7"	"2"	"7"	"7"	"7"	"0"	"9"	"0"	"9"	"7"	"7"	"7"	"1"	"0"	"7"	"0"	"0"	"0"	"7"	"7"	"7"	"4"	"212"	"3"	"7"	"7"	"7777"	"7"	"7"	"7"	"7"	"7"	"7"	"7"	"7"	"7"	"7"	"7"	"7"	"7"	"7"	"7"	"7"	"7"	"7"	"7"	"77777"	"7"	"7"	"7"	"7"	"7"	"7"	"777"	"7"	"7"	"7"	"7777"	"7"	"7"	"7"	"7"	"7"	"7"	"7"	"777"	"777"	"777"	"7"	"7"	"7"	"777"	"7"	"7"	"3"	"0"	"111"	"2"	"0"	"1"	"0"	"4"	"0"	"4"	"1111"	"4"	"1"	"777"	"777"	"0"	"3"	"0"	"4"	"3"	"9"	"1"	"112"	"0"	"1"	"0"	"0"	"1"	"7"	"7"	"12211"	"9"	"4"	"12"	"2"	"3"	"0"	"212"	"2"	"4"	"221"	"11"	"121"	"0"	"1"	"1"	"12"	"1112"	"21"	"111"
90000001030	90000001	5	"7"	"7"	"7"	"777"	"7"	"7"	"7"	"7"	"7"	"7"	"7"	"7777"	"7"	"7"	"7"	"7"	"7"	"7"	"7"	"7"	"7"	"7"	"7"	"7"	"7"	"7"	"7"	"7"	"7"	"7"	"7"	"7"	"7"	"7"	"7"	"7"	"7"	"777"	"7"	"7"	"3"	"1121"	"0"	"1"	"0"	"0"	"4"	"0"	"1"	"0"	"4"	"0"	"3"	"0"	"1"	"1"	"1"	"0"	"2"	"4"	"1"	"21221"	"0"	"7"	"7"	"7"	"7"	"4"	"211"	"0"	"2"	"3"	"2112"	"0"	"1"	"0"	"4"	"3"	"5"	"1"	"121"	"221"	"777"	"7"	"7"	"7"	"777"	"7"	"7"	"7"	"7"	"777"	"7"	"7"	"7"	"7"	"3"	"0"	"7"	"7777"	"2"	"1"	"777"	"777"	"7"	"7"	"7"	"4"	"7"	"7"	"7"	"777"	"0"	"1"	"0"	"0"	"1"	"7"	"7"	"77777"	"7"	"7"	"77"	"7"	"3"	"1"	"112"	"2"	"4"	"211"	"12"	"122"	"0"	"1"	"3"	"77"	"7777"	"12"	"112"
90000001032	90000001	7	"7"	"7"	"7"	"777"	"7"	"1"	"1"	"7"	"7"	"7"	"7"	"2112"	"0"	"0"	"1"	"0"	"7"	"1"	"0"	"0"	"7"	"7"	"7"	"7"	"1"	"0"	"1"	"7"	"7"	"0"	"7"	"7"	"7"	"0"	"1"	"4"	"7"	"777"	"7"	"7"	"7"	"7777"	"7"	"7"	"1"	"1"	"4"	"7"	"7"	"7"	"7"	"7"	"7"	"7"	"7"	"7"	"7"	"0"	"4"	"1"	"7"	"77777"	"7"	"7"	"7"	"7"	"7"	"4"	"231"	"1"	"4"	"2"	"2212"	"0"	"0"	"0"	"7"	"7"	"7"	"7"	"121"	"212"	"777"	"7"	"7"	"7"	"777"	"7"	"7"	"3"	"1"	"112"	"4"	"0"	"2"	"0"	"7"	"7"	"3"	"1121"	"7"	"7"	"777"	"777"	"0"	"3"	"0"	"7"	"3"	"0"	"1"	"112"	"7"	"7"	"7"	"7"	"7"	"7"	"7"	"12122"	"0"	"1"	"12"	"4"	"7"	"7"	"777"	"7"	"7"	"777"	"77"	"777"	"7"	"7"	"7"	"12"	"1211"	"77"	"777"
90000001033	90000001	1	"3"	"3"	"0"	"211"	"0"	"7"	"7"	"2"	"4"	"1"	"0"	"7777"	"7"	"7"	"7"	"7"	"3"	"7"	"7"	"7"	"0"	"0"	"1"	"0"	"7"	"7"	"7"	"1"	"1"	"7"	"1"	"0"	"0"	"7"	"7"	"7"	"4"	"222"	"3"	"1"	"7"	"7777"	"7"	"7"	"0"	"0"	"4"	"7"	"7"	"7"	"7"	"7"	"7"	"7"	"7"	"7"	"7"	"0"	"3"	"1"	"7"	"77777"	"7"	"3"	"0"	"0"	"3"	"2"	"211"	"0"	"4"	"1"	"2212"	"1"	"2"	"0"	"7"	"7"	"7"	"7"	"121"	"211"	"211"	"3"	"1"	"2"	"211"	"0"	"1"	"7"	"7"	"777"	"7"	"7"	"7"	"7"	"7"	"7"	"7"	"7777"	"7"	"7"	"211"	"121"	"7"	"7"	"7"	"7"	"7"	"7"	"7"	"777"	"7"	"7"	"7"	"7"	"7"	"2"	"1"	"77777"	"7"	"7"	"77"	"7"	"7"	"7"	"777"	"7"	"7"	"777"	"77"	"777"	"7"	"7"	"7"	"77"	"7777"	"77"	"777"
90000001034	90000001	2	"3"	"2"	"7"	"122"	"1"	"2"	"0"	"7"	"7"	"7"	"0"	"2112"	"1"	"0"	"4"	"0"	"7"	"1"	"0"	"0"	"7"	"7"	"7"	"7"	"1"	"1"	"1"	"7"	"7"	"0"	"7"	"7"	"7"	"0"	"0"	"2"	"7"	"777"	"7"	"1"	"7"	"7777"	"7"	"7"	"7"	"7"	"7"	"7"	"7"	"7"	"7"	"7"	"7"	"7"	"7"	"7"	"7"	"7"	"7"	"7"	"7"	"77777"	"7"	"4"	"0"	"0"	"3"	"7"	"777"	"7"	"7"	"7"	"7777"	"7"	"7"	"7"	"7"	"7"	"7"	"7"	"777"	"777"	"212"	"1"	"1"	"2"	"211"	"0"	"3"	"7"	"7"	"777"	"7"	"7"	"7"	"7"	"4"	"1"	"7"	"7777"	"2"	"1"	"111"	"222"	"7"	"7"	"7"	"1"	"7"	"7"	"7"	"777"	"0"	"3"	"1"	"0"	"1"	"4"	"0"	"77777"	"7"	"7"	"77"	"7"	"3"	"1"	"121"	"2"	"4"	"121"	"11"	"111"	"1"	"0"	"3"	"77"	"7777"	"22"	"112"
90000001035	90000001	3	"7"	"7"	"0"	"777"	"7"	"1"	"1"	"3"	"2"	"2"	"7"	"2112"	"0"	"9"	"4"	"9"	"3"	"1"	"0"	"9"	"9"	"9"	"0"	"9"	"1"	"9"	"0"	"1"	"0"	"9"	"1"	"1"	"1"	"9"	"0"	"4"	"4"	"211"	"1"	"7"	"1"	"2221"	"0"	"3"	"7"	"7"	"7"	"0"	"1"	"1"	"2"	"0"	"4"	"0"	"4"	"0"	"1"	"7"	"7"	"7"	"1"	"22122"	"0"	"7"	"7"	"7"	"7"	"7"	"777"	"7"	"7"	"7"	"7777"	"7"	"7"	"7"	"2"	"3"	"3"	"1"	"777"	"777"	"777"	"7"	"7"	"7"	"777"	"7"	"7"	"7"	"7"	"777"	"7"	"7"	"7"	"7"	"7"	"7"	"7"	"7777"	"7"	"7"	"777"	"777"	"7"	"7"	"7"	"7"	"7"	"7"	"7"	"777"	"7"	"7"	"7"	"7"	"7"	"7"	"7"	"77777"	"7"	"7"	"77"	"7"	"7"	"7"	"777"	"7"	"7"	"777"	"77"	"777"	"7"	"7"	"7"	"77"	"7777"	"77"	"777"
90000001036	90000001	4	"7"	"7"	"0"	"777"	"7"	"7"	"7"	"3"	"4"	"2"	"7"	"7777"	"7"	"7"	"7"	"7"	"3"	"7"	"7"	"7"	"9"	"9"	"0"	"0"	"7"	"7"	"7"	"1"	"0"	"7"	"1"	"0"	"0"	"7"	"7"	"7"	"4"	"212"	"1"	"7"	"7"	"7777"	"7"	"7"	"7"	"7"	"7"	"7"	"7"	"7"	"7"	"7"	"7"	"7"	"7"	"7"	"7"	"7"	"7"	"7"	"7"	"77777"	"7"	"7"	"7"	"7"	"7"	"7"	"777"	"7"	"7"	"7"	"7777"	"7"	"7"	"7"	"7"	"7"	"7"	"7"	"777"	"777"	"777"	"7"	"7"	"7"	"777"	"7"	"7"	"2"	"9"	"212"	"4"	"9"	"0"	"0"	"1"	"0"	"1"	"2212"	"3"	"1"	"777"	"777"	"9"	"1"	"0"	"4"	"3"	"9"	"1"	"212"	"1"	"4"	"0"	"0"	"1"	"7"	"7"	"21112"	"0"	"2"	"12"	"2"	"3"	"1"	"212"	"4"	"4"	"221"	"21"	"221"	"0"	"0"	"3"	"12"	"2122"	"12"	"212"
90000001037	90000001	5	"7"	"7"	"7"	"777"	"7"	"7"	"7"	"7"	"7"	"7"	"7"	"7777"	"7"	"7"	"7"	"7"	"7"	"7"	"7"	"7"	"7"	"7"	"7"	"7"	"7"	"7"	"7"	"7"	"7"	"7"	"7"	"7"	"7"	"7"	"7"	"7"	"7"	"777"	"7"	"7"	"1"	"2121"	"0"	"3"	"1"	"1"	"4"	"0"	"1"	"0"	"3"	"0"	"3"	"0"	"4"	"0"	"1"	"0"	"2"	"1"	"1"	"22111"	"1"	"7"	"7"	"7"	"7"	"2"	"231"	"1"	"2"	"2"	"2211"	"1"	"2"	"1"	"2"	"3"	"1"	"1"	"121"	"221"	"777"	"7"	"7"	"7"	"777"	"7"	"7"	"7"	"7"	"777"	"7"	"7"	"7"	"7"	"3"	"0"	"7"	"7777"	"2"	"0"	"777"	"777"	"7"	"7"	"7"	"3"	"7"	"7"	"7"	"777"	"0"	"3"	"1"	"0"	"1"	"7"	"7"	"77777"	"7"	"7"	"77"	"7"	"3"	"1"	"211"	"2"	"4"	"122"	"12"	"112"	"0"	"0"	"2"	"77"	"7777"	"21"	"212"
90000001038	90000001	6	"1"	"1"	"7"	"211"	"9"	"7"	"7"	"7"	"7"	"7"	"r"	"7777"	"7"	"7"	"7"	"7"	"7"	"7"	"7"	"7"	"7"	"7"	"7"	"7"	"7"	"7"	"7"	"7"	"7"	"7"	"7"	"7"	"7"	"7"	"7"	"7"	"7"	"777"	"7"	"1"	"2"	"2112"	"0"	"3"	"7"	"7"	"7"	"0"	"1"	"0"	"4"	"0"	"2"	"1"	"1"	"1"	"1"	"7"	"7"	"7"	"4"	"12221"	"1"	"4"	"0"	"1"	"3"	"7"	"777"	"7"	"7"	"7"	"7777"	"7"	"7"	"7"	"2"	"4"	"5"	"1"	"777"	"777"	"111"	"1"	"9"	"2"	"221"	"0"	"3"	"3"	"1"	"112"	"4"	"0"	"2"	"1"	"7"	"7"	"9"	"9999"	"7"	"7"	"211"	"111"	"0"	"2"	"0"	"7"	"3"	"9"	"1"	"212"	"7"	"7"	"7"	"7"	"7"	"2"	"0"	"21122"	"9"	"2"	"12"	"1"	"7"	"7"	"777"	"7"	"7"	"777"	"77"	"777"	"7"	"7"	"7"	"21"	"2111"	"77"	"777"
90000001039	90000001	7	"7"	"7"	"7"	"777"	"7"	"9"	"9"	"7"	"7"	"7"	"7"	"2112"	"1"	"0"	"4"	"9"	"7"	"1"	"9"	"9"	"7"	"7"	"7"	"7"	"1"	"9"	"9"	"7"	"7"	"9"	"7"	"7"	"7"	"9"	"9"	"4"	"7"	"777"	"7"	"7"	"7"	"7777"	"7"	"7"	"1"	"0"	"4"	"7"	"7"	"7"	"7"	"7"	"7"	"7"	"7"	"7"	"7"	"9"	"3"	"1"	"7"	"77777"	"7"	"7"	"7"	"7"	"7"	"2"	"321"	"1"	"2"	"1"	"2211"	"0"	"1"	"0"	"7"	"7"	"7"	"7"	"221"	"212"	"777"	"7"	"7"	"7"	"777"	"7"	"7"	"1"	"1"	"121"	"4"	"0"	"2"	"0"	"7"	"7"	"2"	"2222"	"7"	"7"	"777"	"777"	"9"	"3"	"0"	"7"	"2"	"1"	"1"	"212"	"7"	"7"	"7"	"7"	"7"	"7"	"7"	"22112"	"1"	"1"	"21"	"4"	"7"	"7"	"777"	"7"	"7"	"777"	"77"	"777"	"7"	"7"	"7"	"11"	"1211"	"77"	"777"
90000001040	90000001	1	"4"	"2"	"9"	"211"	"0"	"7"	"7"	"3"	"2"	"1"	"9"	"7777"	"7"	"7"	"7"	"7"	"3"	"7"	"7"	"7"	"9"	"9"	"0"	"9"	"7"	"7"	"7"	"1"	"1"	"7"	"9"	"1"	"9"	"7"	"7"	"7"	"4"	"212"	"9"	"1"	"7"	"7777"	"7"	"7"	"1"	"1"	"4"	"7"	"7"	"7"	"7"	"7"	"7"	"7"	"7"	"7"	"7"	"9"	"3"	"9"	"7"	"77777"	"7"	"4"	"0"	"1"	"3"	"2"	"231"	"1"	"4"	"4"	"2211"	"0"	"1"	"0"	"7"	"7"	"7"	"7"	"121"	"212"	"212"	"1"	"1"	"2"	"211"	"0"	"1"	"7"	"7"	"777"	"7"	"7"	"7"	"7"	"7"	"7"	"7"	"7777"	"7"	"7"	"111"	"111"	"7"	"7"	"7"	"7"	"7"	"7"	"7"	"777"	"7"	"7"	"7"	"7"	"7"	"4"	"1"	"77777"	"7"	"7"	"77"	"7"	"7"	"7"	"777"	"7"	"7"	"777"	"77"	"777"	"7"	"7"	"7"	"77"	"7777"	"77"	"777"
