"fullid"	"entid"	"stidstrt"	"stidsch"	"stidstd"	"SchName"	"Fname"	"ST001Q01_15"	"ST002Q01_15"	"ST003Q01_15"	"ST003Q02_15"	"ST003Q03_15"	"ST004Q01_15"	"ST126Q01_15"	"ST127Q01_15"	"ST127Q02_15"	"ST127Q03_15"	"ST014Q01_15"	"ST014Q02_15"	"ST005Q01_15"	"ST006Q01_15"	"ST006Q02_15"	"ST006Q03_15"	"ST006Q04_15"	"ST015Q01_15"	"ST015Q02_15"	"ST007Q01_15"	"ST008Q01_15"	"ST008Q02_15"	"ST008Q03_15"	"ST008Q04_15"	"ST019Q01_15"	"ST019Q02_15"	"ST019Q03_15"	"COB_S"	"COB_M"	"COB_F"	"ST021Q01_15"	"ST022Q01_15"	"LANGHOME"	"ST011Q01_15"	"ST011Q02_15"	"ST011Q03_15"	"ST011Q04_15"	"ST011Q05_15"	"ST011Q06_15"	"ST011Q07_15"	"ST011Q08_15"	"ST011Q09_15"	"ST011Q010_15"	"ST011Q011_15"	"ST011Q012_15"	"ST011Q013_15"	"ST011Q014_15"	"ST011Q015_15"	"ST011Q016_15"	"ST012Q01_15"	"ST012Q02_15"	"ST012Q03_15"	"ST012Q04_15"	"ST012Q05_15"	"ST012Q06_15"	"ST012Q07_15"	"ST012Q08_15"	"ST013Q01_15"	"ST88Q01_12"	"ST88Q02_12"	"ST88Q03_12"	"ST88Q04_12"	"ST86Q01_12"	"ST86Q02_12"	"ST86Q03_12"	"ST86Q04_12"	"ST86Q05_12"	"ST55Q01_12"	"ST55Q02_12"	"ST55Q03_12"	"ST55Q04_12"	"ST41Q01_9"	"ST41Q02_9"	"ST41Q03_9"	"ST41Q04_9"	"ST41Q05_9"	"ST41Q06_9"	"ST42Q01_9"	"ST42Q02_9"	"ST42Q03_9"	"ST42Q04_9"	"ST42Q05_9"	"ST25Q01_9"	"ST25Q02_9"	"ST25Q03_9"	"ST25Q04_9"	"ST25Q05_9"	"ST81Q01_12"	"ST81Q02_12"	"ST81Q03_12"	"ST81Q04_12"	"ST81Q05_12"	"ST29Q01_12"	"ST29Q02_12"	"ST29Q03_12"	"ST29Q04_12"	"ST29Q05_12"	"ST29Q06_12"	"ST29Q07_12"	"ST29Q08_12"	"ST37Q01_12"	"ST37Q02_12"	"ST37Q03_12"	"ST37Q04_12"	"ST37Q05_12"	"ST37Q06_12"	"ST37Q07_12"	"ST37Q08_12"	"ST36Q01_09"	"ST36Q02_09"	"ST36Q03_09"	"ST36Q04_09"	"ST36Q05_09"	"ST063Q01_15"	"ST063Q02_15"	"ST063Q03_15"	"ST063Q04_15"	"ST063Q05_15"	"ST063Q06_15"	"ST065Q01_15"	"ST129Q01_15"	"ST129Q02_15"	"ST129Q03_15"	"ST129Q04_15"	"ST129Q05_15"	"ST129Q06_15"	"ST129Q07_15"	"ST129Q08_15"	"ST097Q01_15"	"ST097Q02_15"	"ST097Q03_15"	"ST097Q04_15"	"ST097Q05_15"	"ST113Q01_15"	"ST113Q02_15"	"ST113Q03_15"	"ST113Q04_15"	"ST114Q01_15"	"ST103Q01_15"	"ST103Q02_15"	"ST103Q03_15"	"ST103Q04_15"	"ST107Q01_15"	"ST107Q02_15"	"ST107Q03_15"	"ST131Q01_15"	"ST131Q02_15"	"ST131Q03_15"	"ST131Q04_15"	"ST131Q05_15"	"ST131Q06_15"	"ST131Q07_15"	"ST27Q01_6"	"ST27Q02_6"	"ST27Q03_6"	"ST27Q04_6"	"LANG"	"OCIN1"	"OCIN2"	"OCOD1"	"OCOD2"	"Age"	"nationality"	"BFMJ2"	"BMMJ1"	"DISCLIM"	"DISCLIMA"	"DISCLIMS"	"ESCS"	"FAMSTRUC"	"FISCED"	"HISCED"	"HISEI"	"HOMEPOS"	"IMMIG"	"INSTMOT"	"INSTSCIE"	"MATHEFF"	"SCIEEFF"	"METASUM"	"MISCED"	"PARED"	"SCIEEFF"	"STUDREL"	"UNDREM"	"WEALTH"	"pv1math"	"pv2math"	"pv3math"	"pv4math"	"pv5math"	"pv1read"	"pv2read"	"pv3read"	"pv4read"	"pv5read"	"pv1scie"	"pv2scie"	"pv3scie"	"pv4scie"	"pv5scie"	"bookid"	"W_FSTUWT"	"W_FSTR1"	"W_FSTR2"	"W_FSTR3"	"W_FSTR4"	"W_FSTR5"	"W_FSTR6"	"W_FSTR7"	"W_FSTR8"	"W_FSTR9"	"W_FSTR10"	"W_FSTR11"	"W_FSTR12"	"W_FSTR13"	"W_FSTR14"	"W_FSTR15"	"W_FSTR16"	"W_FSTR17"	"W_FSTR18"	"W_FSTR19"	"W_FSTR20"	"W_FSTR21"	"W_FSTR22"	"W_FSTR23"	"W_FSTR24"	"W_FSTR25"	"W_FSTR26"	"W_FSTR27"	"W_FSTR28"	"W_FSTR29"	"W_FSTR30"	"W_FSTR31"	"W_FSTR32"	"W_FSTR33"	"W_FSTR34"	"W_FSTR35"	"W_FSTR36"	"W_FSTR37"	"W_FSTR38"	"W_FSTR39"	"W_FSTR40"	"W_FSTR41"	"W_FSTR42"	"W_FSTR43"	"W_FSTR44"	"W_FSTR45"	"W_FSTR46"	"W_FSTR47"	"W_FSTR48"	"W_FSTR49"	"W_FSTR50"	"W_FSTR51"	"W_FSTR52"	"W_FSTR53"	"W_FSTR54"	"W_FSTR55"	"W_FSTR56"	"W_FSTR57"	"W_FSTR58"	"W_FSTR59"	"W_FSTR60"	"W_FSTR61"	"W_FSTR62"	"W_FSTR63"	"W_FSTR64"	"W_FSTR65"	"W_FSTR66"	"W_FSTR67"	"W_FSTR68"	"W_FSTR69"	"W_FSTR70"	"W_FSTR71"	"W_FSTR72"	"W_FSTR73"	"W_FSTR74"	"W_FSTR75"	"W_FSTR76"	"W_FSTR77"	"W_FSTR78"	"W_FSTR79"	"W_FSTR80"
90000001041	90000001	NA	90000001	41	"EAESE SANTA COLOMA"	"andorra"	4	1	6	12	2002	1	9	1	1	NA	"7511"	NA	2	2	2	2	1	"7411"	NA	3	2	2	2	2	2	2	2	NA	NA	NA	7	156	NA	1	1	1	2	1	1	2	1	1	2	2	1	2	1	1	1	4	4	3	4	2	2	1	2	2	2	4	1	1	3	1	2	2	1	1	1	1	5	4	2	4	5	5	5	4	4	5	5	6	1	4	4	4	1	2	1	2	3	3	3	2	3	3	2	2	2	2	1	1	1	1	2	1	2	3	3	3	3	4	4	1	1	2	2	1	1	"biologia"	3	2	3	2	2	2	3	3	3	3	4	4	4	2	2	2	2	"diseñadora"	4	3	4	4	4	4	3	4	3	4	NA	4	3	3	2	2	2	2	NA	NA	NA	NA	NA	15.4166666666667	NA	NA	NA	-0.876404801	0.644079757	0.961891914	-1.31835179866337	NA	2	3	-0.68926296633303	-0.425466381	NA	0.044455276	0.392517031	0.569933314	-0.398131727	0.493	3	-1.25	-0.398131727	0.391110473	-0.057	NA	477.784237778675	481.581878993544	477.784237778675	483.115803172254	469.810311681427	600.622124184152	600.360995860958	598.764730301115	592.704626097795	598.042415818373	534.440350693332	527.618167378603	540.816216927634	536.629637309422	537.09023603588	2	1	1.5	1.5	0.5	0.5	0.5	0.5	1.5	0.5	1.5	0.5	1.5	1.5	1.5	1.5	0.5	0.5	1.5	0.5	0.5	1.5	0.5	0.5	1.5	1.5	1.5	1.5	0.5	1.5	0.5	1.5	0.5	0.5	0.5	0.5	1.5	1.5	0.5	1.5	1.5	0.5	0.5	0.5	1.5	1.5	1.5	1.5	0.5	1.5	0.5	1.5	0.5	0.5	0.5	0.5	1.5	1.5	0.5	1.5	1.5	0.5	1.5	1.5	0.5	0.5	0.5	0.5	1.5	0.5	1.5	0.5	1.5	1.5	1.5	1.5	0.5	0.5	1.5	0.5	0.5	1.5
90000001042	90000001	NA	90000001	42	"EAESE SANTA COLOMA"	"andorra"	4	1	11	9	2002	1	6	1	1	NA	"9111"	NA	3	2	2	2	2	"1323"	NA	3	2	2	2	2	1	4	4	NA	NA	NA	NA	608	NA	1	1	1	1	2	1	2	1	1	2	2	1	2	1	1	2	4	4	3	4	4	3	1	1	2	4	4	1	1	2	1	1	2	1	1	2	1	1	2	2	3	6	6	2	2	1	2	6	6	2	1	1	1	2	4	2	2	3	3	4	2	3	3	1	2	2	2	2	1	3	1	1	1	1	3	2	3	3	3	3	1	1	1	2	1	1	"la tierra y el espa"	2	1	2	1	2	2	2	3	3	3	3	3	3	3	3	3	2	"educadora social"	2	3	4	4	3	2	2	3	4	3	NA	2	3	4	2	2	2	2	NA	NA	NA	NA	NA	15.6666666666667	NA	NA	NA	-0.310260558	-0.288141954	0.07098683	-0.859131602071585	NA	2	2	0.381710646041856	0.1983694	NA	0.451099997	-0.515171911	0.362558588	0.51738666	1.341	2	-1.89935064935065	0.51738666	1.064122686	1.413	NA	419.24405265611	413.331672483494	421.634827304652	413.675011245606	421.634827304652	405.01236923552	398.435580422953	407.900525235888	414.635521920843	411.176791439888	425.260602509226	425.667575040032	437.355424546493	438.313277247945	419.514713634593	3	1	0.5	0.5	0.5	0.5	1.5	1.5	1.5	1.5	0.5	1.5	0.5	1.5	0.5	0.5	0.5	0.5	1.5	1.5	0.5	1.5	1.5	1.5	1.5	1.5	0.5	0.5	0.5	0.5	1.5	0.5	1.5	0.5	1.5	1.5	1.5	1.5	0.5	0.5	1.5	0.5	0.5	1.5	1.5	1.5	0.5	0.5	0.5	0.5	1.5	0.5	1.5	0.5	1.5	1.5	1.5	1.5	0.5	0.5	1.5	0.5	0.5	0.5	0.5	0.5	1.5	1.5	1.5	1.5	0.5	1.5	0.5	1.5	0.5	0.5	0.5	0.5	1.5	1.5	0.5	1.5
90000001044	90000001	NA	90000001	44	"EAESE SANTA COLOMA"	"andorra"	4	1	8	6	2002	1	6	1	1	NA	"2410"	NA	1	2	2	2	2	"5412"	NA	2	1	1	1	2	1	2	2	NA	NA	NA	NA	160	NA	1	2	2	1	2	1	1	1	1	2	1	1	1	1	1	1	2	3	3	4	3	4	1	4	4	4	4	2	1	3	2	2	2	1	1	1	1	3	4	2	5	5	6	3	3	1	5	5	5	1	1	1	4	2	3	2	4	4	3	4	2	2	2	1	2	2	2	2	2	1	3	1	3	1	2	3	3	3	4	3	1	1	1	2	1	2	"biologia"	3	1	2	2	3	3	2	3	2	2	3	4	3	3	3	2	2	"periodismo"	2	2	2	2	2	3	2	3	4	4	NA	4	4	4	2	1	3	2	NA	NA	NA	NA	NA	15.9166666666667	NA	NA	NA	0.208535009	0.35196482	-0.277991202	0.877604523005185	NA	6	6	1.0919017288444	0.592736968	NA	0.451099997	-0.269613157	-0.000142691	-0.227927616	0.493	4	0.86038961038961	-0.227927616	-0.053359481	1.413	NA	458.604833506462	447.589840771214	455.949298359813	452.615593345914	459.10642619063	516.898353609336	518.901112354787	507.647164307253	496.345239104273	509.204069903192	526.739897449062	514.083933813345	534.377080074151	528.169875063875	527.618167378603	5	1	0.5	0.5	1.5	0.5	1.5	0.5	1.5	0.5	0.5	0.5	0.5	1.5	1.5	0.5	1.5	1.5	0.5	0.5	1.5	1.5	1.5	1.5	0.5	1.5	0.5	1.5	0.5	1.5	1.5	1.5	1.5	0.5	0.5	1.5	0.5	0.5	1.5	1.5	0.5	0.5	0.5	1.5	0.5	1.5	0.5	1.5	0.5	1.5	1.5	1.5	1.5	0.5	0.5	1.5	0.5	0.5	1.5	1.5	0.5	0.5	0.5	0.5	1.5	0.5	1.5	0.5	1.5	0.5	0.5	0.5	0.5	1.5	1.5	0.5	1.5	1.5	0.5	0.5	1.5	1.5
90000001045	90000001	NA	90000001	45	"EAESE SANTA COLOMA"	"andorra"	4	1	16	4	2002	2	6	1	1	NA	"5322"	NA	5	9	9	9	9	"8300"	NA	5	9	9	9	9	1	4	4	NA	NA	NA	0	608	NA	1	1	1	1	2	1	2	2	1	1	2	1	2	1	1	2	4	3	3	4	2	2	1	3	1	4	3	1	1	1	2	1	1	4	2	1	2	2	3	2	2	4	4	3	3	2	3	3	4	4	2	1	1	5	3	4	4	3	3	3	2	4	4	2	3	2	3	2	2	2	3	2	2	2	3	3	3	3	3	3	2	2	2	2	1	1	NA	2	2	2	2	2	2	2	2	4	3	3	3	3	2	3	3	3	"policia"	3	3	4	4	3	4	2	3	3	3	NA	2	3	3	2	2	2	2	NA	NA	NA	NA	NA	16.0833333333333	NA	NA	NA	0.498796506	0.025735217	0.336127011	-2.57444973267014	NA	0	0	-1.12374886260237	-0.496105182	NA	-0.35510117	-0.515171911	-0.480496553	0.31819428	0.493	0	-3.52272727272727	0.31819428	0.391110473	0.311	NA	366.104480433603	365.59272208905	360.879188056107	368.161957429025	363.818787588866	360.176879212374	359.640147305404	356.126115442167	363.003078589242	353.411843047978	357.355526009076	362.341838503336	366.908910538993	362.341838503336	372.423784579454	6	1	0.5	0.5	0.5	0.5	0.5	1.5	1.5	0.5	1.5	1.5	0.5	0.5	1.5	1.5	1.5	1.5	0.5	1.5	0.5	1.5	0.5	0.5	0.5	0.5	0.5	1.5	1.5	0.5	1.5	1.5	0.5	0.5	1.5	1.5	1.5	1.5	0.5	1.5	0.5	1.5	0.5	1.5	1.5	1.5	1.5	0.5	0.5	1.5	0.5	0.5	1.5	1.5	0.5	0.5	0.5	0.5	1.5	0.5	1.5	0.5	1.5	1.5	1.5	1.5	1.5	0.5	0.5	1.5	0.5	0.5	1.5	1.5	0.5	0.5	0.5	0.5	1.5	0.5	1.5	0.5
90000001046	90000001	NA	90000001	46	"EAESE SANTA COLOMA"	"andorra"	4	1	21	1	2002	2	6	1	1	NA	"3330"	NA	1	2	2	2	1	"8311"	NA	3	2	2	2	2	1	1	4	NA	NA	NA	NA	160	NA	1	1	1	1	2	1	1	1	1	2	1	1	2	1	1	1	3	3	2	4	2	4	1	2	4	3	4	1	2	2	1	3	1	2	1	1	1	1	2	3	5	4	3	5	2	3	2	4	3	2	1	4	4	5	3	3	2	3	4	3	2	3	2	2	2	1	2	2	2	2	1	1	2	2	2	4	4	4	3	4	1	1	2	2	2	1	"biologia"	2	2	1	2	1	1	2	1	3	3	2	3	4	2	2	3	2	"psicología"	3	3	4	4	4	3	4	3	4	3	NA	4	3	4	2	2	1	2	NA	NA	NA	NA	NA	16.3333333333333	NA	NA	NA	-0.065406356	1.266109825	-0.015425733	-0.423533208613297	NA	2	4	0.233848953594177	-0.001467096	NA	0.451099997	-0.011325508	0.174702868	1.204056491	0.069	4	-0.600649350649351	1.204056491	0.391110473	-0.057	NA	445.174746528359	459.10642619063	454.101373197716	452.615593345914	462.058619289765	465.62944052825	470.761243308784	466.038742244147	464.800310650299	461.97413257194	488.751246979506	494.043543353078	498.942597260909	493.912336410206	479.773621767908	7	1	0.5	0.5	0.5	1.5	0.5	1.5	0.5	0.5	0.5	0.5	1.5	1.5	0.5	1.5	1.5	0.5	0.5	1.5	1.5	1.5	1.5	1.5	1.5	0.5	1.5	0.5	1.5	1.5	1.5	1.5	0.5	0.5	1.5	0.5	0.5	1.5	1.5	0.5	0.5	0.5	0.5	1.5	1.5	0.5	1.5	0.5	1.5	1.5	1.5	1.5	0.5	0.5	1.5	0.5	0.5	1.5	1.5	0.5	0.5	0.5	0.5	0.5	0.5	1.5	0.5	1.5	0.5	0.5	0.5	0.5	1.5	1.5	0.5	1.5	1.5	0.5	0.5	1.5	1.5	1.5
90000001048	90000001	NA	90000001	48	"EAESE SANTA COLOMA"	"andorra"	4	1	18	10	2002	2	6	1	1	NA	"2341"	NA	1	1	1	1	2	"2330"	NA	1	1	1	1	1	1	2	2	NA	NA	NA	NA	160	NA	1	2	1	1	2	1	2	2	2	1	1	1	1	2	1	2	2	2	3	4	2	4	1	2	3	2	3	2	1	2	3	2	2	1	1	2	1	1	1	1	2	3	6	2	4	1	2	3	2	1	1	2	2	1	3	2	2	4	3	3	2	4	4	2	3	3	2	2	2	2	1	2	3	3	2	3	3	4	4	4	2	1	1	2	1	1	"biologia"	2	3	2	2	2	2	1	1	3	3	2	3	4	2	2	3	3	NA	4	3	4	4	2	3	3	3	3	3	NA	3	4	2	3	2	2	2	NA	NA	NA	NA	NA	15.5833333333333	NA	NA	NA	-0.310260558	0.930078079	-0.015425733	0.507867025138813	NA	6	6	1.40627843494086	-0.659635702	NA	-0.35510117	-0.269613157	-0.325501654	0.51738666	0.069	6	0.86038961038961	0.51738666	-0.053359481	1.046	NA	422.2473866857	411.776084118001	420.432998469827	411.176515712168	418.727221716101	541.813273406653	533.642073631265	545.02437580973	532.067969390493	542.787105176101	419.116040179649	418.540410062376	425.667575040032	426.249546223821	416.544304797326	2	1	1.5	1.5	0.5	0.5	1.5	1.5	0.5	0.5	0.5	0.5	1.5	0.5	1.5	0.5	1.5	1.5	1.5	1.5	0.5	0.5	1.5	1.5	0.5	0.5	1.5	1.5	0.5	0.5	0.5	0.5	1.5	0.5	1.5	0.5	1.5	1.5	1.5	1.5	0.5	0.5	0.5	0.5	1.5	1.5	0.5	0.5	1.5	1.5	1.5	1.5	0.5	1.5	0.5	1.5	0.5	0.5	0.5	0.5	1.5	1.5	0.5	0.5	1.5	1.5	0.5	0.5	1.5	1.5	1.5	1.5	0.5	1.5	0.5	1.5	0.5	0.5	0.5	0.5	1.5	1.5
90000001049	90000001	NA	90000001	49	"EAESE SANTA COLOMA"	"andorra"	4	1	29	10	2002	2	5	1	1	NA	"5140"	NA	2	2	2	2	1	"7512"	NA	1	2	2	2	1	1	11	2	NA	NA	NA	NA	156	NA	1	2	1	1	1	1	2	2	1	1	1	1	1	1	1	2	4	2	3	4	3	4	1	4	3	3	4	2	1	2	2	2	2	2	1	1	1	1	3	4	5	5	4	6	3	4	5	6	6	2	1	2	2	2	3	3	3	3	3	3	1	3	3	1	2	1	1	1	2	2	2	2	2	2	2	3	3	3	3	3	1	1	1	2	1	1	"cfn"	2	1	2	2	2	3	3	2	3	3	4	3	3	2	2	2	2	"empresario"	2	2	3	3	3	3	3	3	3	4	NA	3	3	3	2	2	2	2	NA	NA	NA	NA	NA	15.5833333333333	NA	NA	NA	-0.065406356	0.025735217	0.396729713	-0.69971273555983	NA	4	4	-0.929026387625114	0.635474565	NA	1.534777315	0.392517031	-0.000142691	0.128679948	0.917	3	-0.600649350649351	0.128679948	-0.053359481	-0.057	NA	463.453034483277	476.449637428078	469.012731738171	475.59962259329	471.850028779389	470.287394244586	470.761243308784	463.068605442002	459.319540641323	459.723721890765	499.022547256505	488.729127662629	488.729127662629	495.966508877397	498.942597260909	3	1	1.5	1.5	0.5	1.5	0.5	1.5	1.5	1.5	1.5	0.5	0.5	1.5	0.5	0.5	1.5	1.5	0.5	0.5	0.5	0.5	0.5	0.5	1.5	0.5	1.5	0.5	0.5	0.5	0.5	1.5	1.5	0.5	1.5	1.5	0.5	0.5	1.5	1.5	1.5	1.5	0.5	0.5	1.5	0.5	1.5	0.5	0.5	0.5	0.5	1.5	1.5	0.5	1.5	1.5	0.5	0.5	1.5	1.5	1.5	1.5	1.5	1.5	0.5	1.5	0.5	1.5	1.5	1.5	1.5	0.5	0.5	1.5	0.5	0.5	1.5	1.5	0.5	0.5	0.5	0.5
90000001050	90000001	NA	90000001	50	"EAESE SANTA COLOMA"	"andorra"	4	1	15	7	2002	1	5	1	1	NA	"5120"	NA	3	2	2	2	2	"3322"	NA	8	2	2	2	2	2	2	2	NA	NA	NA	0	156	NA	1	1	1	1	1	1	1	2	1	1	1	1	1	2	1	1	3	3	3	4	2	3	1	1	4	3	4	2	2	3	1	2	1	1	1	1	1	2	4	1	6	4	5	4	5	2	6	5	6	2	1	3	3	1	1	1	2	3	3	3	1	3	4	1	3	1	1	3	2	4	2	2	3	3	3	3	3	2	4	3	1	1	1	2	1	1	"biologia"	4	3	2	2	2	3	4	4	2	2	2	2	2	1	2	1	1	"veterinaria"	3	3	1	2	3	4	2	4	3	4	NA	3	2	3	2	2	2	2	NA	NA	NA	NA	NA	15.8333333333333	NA	NA	NA	-1.041866091	0.025735217	-1.030395258	-0.988489807400334	NA	9	2	0.251592356687898	0.030329204	NA	1.534777315	1.335823015	-1.08033279	-1.066133479	0.069	2	-1.89935064935065	-1.066133479	0.739566272	0.678	NA	463.453034483277	471.712875782553	467.516068062149	454.742736454865	455.949298359813	396.629033697553	395.617983816181	399.382553478811	393.728619453779	392.192331078911	488.729127662629	484.917348390847	490.393370990127	497.764576132265	488.729127662629	4	1	1.5	0.5	1.5	1.5	0.5	0.5	0.5	0.5	1.5	0.5	1.5	0.5	1.5	1.5	1.5	1.5	0.5	0.5	1.5	0.5	0.5	1.5	0.5	0.5	1.5	1.5	1.5	1.5	0.5	1.5	0.5	1.5	0.5	0.5	0.5	0.5	1.5	1.5	0.5	1.5	0.5	1.5	0.5	0.5	1.5	1.5	1.5	1.5	0.5	1.5	0.5	1.5	0.5	0.5	0.5	0.5	1.5	1.5	0.5	1.5	1.5	0.5	1.5	1.5	0.5	0.5	0.5	0.5	1.5	0.5	1.5	0.5	1.5	1.5	1.5	1.5	0.5	0.5	1.5	0.5
90000001051	90000001	NA	90000001	51	"EAESE SANTA COLOMA"	"andorra"	4	1	12	11	2002	1	5	1	1	NA	"4410"	NA	1	2	2	2	2	"8330"	NA	1	2	2	2	2	1	1	2	NA	NA	NA	NA	160	NA	1	1	1	1	1	1	2	2	1	1	1	1	2	1	1	1	3	3	4	4	2	4	1	1	2	4	4	2	2	2	1	2	2	1	1	1	1	3	5	4	4	6	4	2	5	2	4	6	6	1	1	2	2	3	2	1	1	3	4	2	1	2	2	1	1	1	1	1	1	1	1	1	2	2	3	3	3	2	3	4	2	1	1	2	1	1	NA	1	1	3	2	2	2	3	3	3	3	3	4	3	2	3	2	2	NA	2	2	2	2	3	3	1	4	3	3	NA	2	2	2	2	1	1	2	NA	NA	NA	NA	NA	15.5	NA	NA	NA	-0.876404801	0.025735217	0.291066194	-0.667258210971711	NA	4	4	-0.418562329390355	0.140087776	NA	1.534777315	-0.011325508	0.569933314	0.128679948	1.341	4	-0.600649350649351	0.128679948	0.739566272	-0.057	NA	515.411915124172	514.11598841481	526.68407614207	516.338667922602	526.090456877267	514.435107171568	526.079319001196	516.898353609336	511.013605637661	514.435107171568	482.509452372203	494.043543353078	494.043543353078	486.452483433258	486.452483433258	5	1	0.5	0.5	0.5	0.5	0.5	0.5	1.5	1.5	0.5	1.5	1.5	0.5	0.5	1.5	1.5	1.5	1.5	0.5	1.5	0.5	1.5	1.5	1.5	1.5	1.5	1.5	0.5	0.5	1.5	0.5	0.5	1.5	1.5	0.5	0.5	0.5	0.5	1.5	0.5	1.5	0.5	1.5	1.5	1.5	1.5	1.5	0.5	0.5	1.5	0.5	0.5	1.5	1.5	0.5	0.5	0.5	0.5	1.5	0.5	1.5	0.5	0.5	0.5	0.5	0.5	0.5	1.5	1.5	0.5	1.5	1.5	0.5	0.5	1.5	1.5	1.5	1.5	0.5	1.5	0.5
90000001052	90000001	NA	90000001	52	"EAESE SANTA COLOMA"	"andorra"	4	1	21	8	2002	1	6	1	1	NA	"2221"	NA	1	9	9	1	9	"7411"	NA	3	9	9	9	1	1	4	4	NA	NA	NA	NA	160	NA	1	1	1	1	2	1	2	2	1	2	1	1	2	1	1	1	4	2	3	3	3	2	1	2	3	3	4	2	2	3	2	2	2	3	1	1	1	1	2	3	5	4	5	4	5	3	5	4	4	1	1	3	3	2	3	4	3	3	4	3	2	3	3	2	2	2	2	2	3	3	2	2	2	2	3	4	3	4	4	4	9	9	1	2	1	1	"naturales"	2	2	4	3	2	2	2	2	2	3	3	3	3	2	3	2	3	"psicologia"	2	2	3	2	2	3	2	3	3	3	NA	3	3	3	2	2	2	3	NA	NA	NA	NA	NA	15.75	NA	NA	NA	0.498796506	1.266109825	-0.163422563	-0.145131091849979	NA	3	5	0.78252957233849	-0.298278359	NA	0.044455276	-0.269613157	-0.632359598	-0.227927616	-0.355	5	-0.275974025974026	-0.227927616	-0.776532377	1.046	NA	417.707910719713	413.675011245606	408.812831465599	407.185445318728	409.857567887801	560.561186816162	556.858294105205	559.276333733208	559.149582370972	562.046765846866	472.416101884889	481.952054006959	480.042794520127	495.966508877397	476.386421545456	6	1	1.5	0.5	0.5	1.5	0.5	0.5	1.5	1.5	0.5	0.5	0.5	0.5	1.5	0.5	1.5	0.5	1.5	1.5	1.5	1.5	1.5	0.5	0.5	1.5	0.5	0.5	1.5	1.5	0.5	0.5	0.5	0.5	1.5	0.5	1.5	0.5	1.5	1.5	1.5	1.5	0.5	1.5	1.5	0.5	1.5	1.5	0.5	0.5	1.5	1.5	1.5	1.5	0.5	1.5	0.5	1.5	0.5	0.5	0.5	0.5	0.5	1.5	1.5	0.5	1.5	1.5	0.5	0.5	1.5	1.5	1.5	1.5	0.5	1.5	0.5	1.5	0.5	0.5	0.5	0.5
90000001053	90000001	NA	90000001	53	"EAESE SANTA COLOMA"	"andorra"	4	1	29	11	2002	1	5	1	1	NA	"2330"	NA	1	2	1	2	2	"1346"	NA	1	2	2	2	2	1	2	2	NA	NA	NA	NA	160	NA	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	3	3	2	4	3	3	2	4	5	3	4	2	1	2	2	2	1	2	1	1	1	1	3	2	5	6	5	5	5	2	4	6	6	2	1	5	2	2	2	2	3	4	3	2	1	2	2	1	2	1	2	2	1	2	1	1	1	1	2	3	4	3	4	3	1	1	1	2	1	1	"cfn"	2	1	2	2	2	1	1	2	2	3	2	3	2	3	3	3	3	"publicista"	1	1	2	1	2	2	1	4	3	4	NA	3	4	4	2	2	2	3	NA	NA	NA	NA	NA	15.5	NA	NA	NA	-0.310260558	0.644079757	-0.588602402	1.3519017305362	NA	4	6	1.40627843494086	1.391909097	NA	1.04884686	-0.799090493	0.808315588	0.955249134	1.341	6	0.86038961038961	0.955249134	0.391110473	0.678	NA	469.012731738171	472.696644556591	465.955875819227	462.757371198492	471.712875782553	509.28259727033	511.399993067704	514.435107171568	511.013605637661	532.397370978347	590.07339474699	582.976799708937	577.075774124649	581.322898449503	569.774580966827	7	1	0.5	0.5	0.5	0.5	1.5	1.5	0.5	1.5	1.5	0.5	0.5	1.5	1.5	1.5	1.5	0.5	1.5	0.5	1.5	0.5	0.5	1.5	1.5	1.5	0.5	0.5	1.5	0.5	0.5	1.5	1.5	0.5	0.5	0.5	0.5	1.5	0.5	1.5	0.5	1.5	1.5	1.5	1.5	1.5	0.5	0.5	1.5	0.5	0.5	1.5	1.5	0.5	0.5	0.5	0.5	1.5	0.5	1.5	0.5	1.5	1.5	0.5	0.5	0.5	1.5	1.5	0.5	1.5	1.5	0.5	0.5	1.5	1.5	1.5	1.5	0.5	1.5	0.5	1.5	0.5
