"fullid"	"entid"	"stidstrt"	"stidsch"	"stidstd"	"SchName"	"Fname"	"ST001Q01_15"	"ST002Q01_15"	"ST003Q01_15"	"ST003Q02_15"	"ST003Q03_15"	"ST004Q01_15"	"ST126Q01_15"	"ST127Q01_15"	"ST127Q02_15"	"ST127Q03_15"	"ST014Q01_15"	"ST014Q02_15"	"ST005Q01_15"	"ST006Q01_15"	"ST006Q02_15"	"ST006Q03_15"	"ST006Q04_15"	"ST015Q01_15"	"ST015Q02_15"	"ST007Q01_15"	"ST008Q01_15"	"ST008Q02_15"	"ST008Q03_15"	"ST008Q04_15"	"ST019Q01_15"	"ST019Q02_15"	"ST019Q03_15"	"COB_S"	"COB_M"	"COB_F"	"ST021Q01_15"	"ST022Q01_15"	"LANGHOME"	"ST011Q01_15"	"ST011Q02_15"	"ST011Q03_15"	"ST011Q04_15"	"ST011Q05_15"	"ST011Q06_15"	"ST011Q07_15"	"ST011Q08_15"	"ST011Q09_15"	"ST011Q010_15"	"ST011Q011_15"	"ST011Q012_15"	"ST011Q013_15"	"ST011Q014_15"	"ST011Q015_15"	"ST011Q016_15"	"ST012Q01_15"	"ST012Q02_15"	"ST012Q03_15"	"ST012Q04_15"	"ST012Q05_15"	"ST012Q06_15"	"ST012Q07_15"	"ST012Q08_15"	"ST013Q01_15"	"ST88Q01_12"	"ST88Q02_12"	"ST88Q03_12"	"ST88Q04_12"	"ST86Q01_12"	"ST86Q02_12"	"ST86Q03_12"	"ST86Q04_12"	"ST86Q05_12"	"ST55Q01_12"	"ST55Q02_12"	"ST55Q03_12"	"ST55Q04_12"	"ST41Q01_9"	"ST41Q02_9"	"ST41Q03_9"	"ST41Q04_9"	"ST41Q05_9"	"ST41Q06_9"	"ST42Q01_9"	"ST42Q02_9"	"ST42Q03_9"	"ST42Q04_9"	"ST42Q05_9"	"ST25Q01_9"	"ST25Q02_9"	"ST25Q03_9"	"ST25Q04_9"	"ST25Q05_9"	"ST81Q01_12"	"ST81Q02_12"	"ST81Q03_12"	"ST81Q04_12"	"ST81Q05_12"	"ST29Q01_12"	"ST29Q02_12"	"ST29Q03_12"	"ST29Q04_12"	"ST29Q05_12"	"ST29Q06_12"	"ST29Q07_12"	"ST29Q08_12"	"ST37Q01_12"	"ST37Q02_12"	"ST37Q03_12"	"ST37Q04_12"	"ST37Q05_12"	"ST37Q06_12"	"ST37Q07_12"	"ST37Q08_12"	"ST36Q01_09"	"ST36Q02_09"	"ST36Q03_09"	"ST36Q04_09"	"ST36Q05_09"	"ST063Q01_15"	"ST063Q02_15"	"ST063Q03_15"	"ST063Q04_15"	"ST063Q05_15"	"ST063Q06_15"	"ST065Q01_15"	"ST129Q01_15"	"ST129Q02_15"	"ST129Q03_15"	"ST129Q04_15"	"ST129Q05_15"	"ST129Q06_15"	"ST129Q07_15"	"ST129Q08_15"	"ST097Q01_15"	"ST097Q02_15"	"ST097Q03_15"	"ST097Q04_15"	"ST097Q05_15"	"ST113Q01_15"	"ST113Q02_15"	"ST113Q03_15"	"ST113Q04_15"	"ST114Q01_15"	"ST103Q01_15"	"ST103Q02_15"	"ST103Q03_15"	"ST103Q04_15"	"ST107Q01_15"	"ST107Q02_15"	"ST107Q03_15"	"ST131Q01_15"	"ST131Q02_15"	"ST131Q03_15"	"ST131Q04_15"	"ST131Q05_15"	"ST131Q06_15"	"ST131Q07_15"	"ST27Q01_6"	"ST27Q02_6"	"ST27Q03_6"	"ST27Q04_6"	"LANG"	"OCIN1"	"OCIN2"	"OCOD1"	"OCOD2"	"Age"	"nationality"	"BFMJ2"	"BMMJ1"	"DISCLIM"	"DISCLIMA"	"DISCLIMS"	"ESCS"	"FAMSTRUC"	"FISCED"	"HISCED"	"HISEI"	"HOMEPOS"	"IMMIG"	"INSTMOT"	"INSTSCIE"	"MATHEFF"	"SCIEEFF"	"METASUM"	"MISCED"	"PARED"	"SCIEEFF"	"STUDREL"	"UNDREM"	"WEALTH"	"pv1math"	"pv2math"	"pv3math"	"pv4math"	"pv5math"	"pv1read"	"pv2read"	"pv3read"	"pv4read"	"pv5read"	"pv1scie"	"pv2scie"	"pv3scie"	"pv4scie"	"pv5scie"	"bookid"	"W_FSTUWT"	"W_FSTR1"	"W_FSTR2"	"W_FSTR3"	"W_FSTR4"	"W_FSTR5"	"W_FSTR6"	"W_FSTR7"	"W_FSTR8"	"W_FSTR9"	"W_FSTR10"	"W_FSTR11"	"W_FSTR12"	"W_FSTR13"	"W_FSTR14"	"W_FSTR15"	"W_FSTR16"	"W_FSTR17"	"W_FSTR18"	"W_FSTR19"	"W_FSTR20"	"W_FSTR21"	"W_FSTR22"	"W_FSTR23"	"W_FSTR24"	"W_FSTR25"	"W_FSTR26"	"W_FSTR27"	"W_FSTR28"	"W_FSTR29"	"W_FSTR30"	"W_FSTR31"	"W_FSTR32"	"W_FSTR33"	"W_FSTR34"	"W_FSTR35"	"W_FSTR36"	"W_FSTR37"	"W_FSTR38"	"W_FSTR39"	"W_FSTR40"	"W_FSTR41"	"W_FSTR42"	"W_FSTR43"	"W_FSTR44"	"W_FSTR45"	"W_FSTR46"	"W_FSTR47"	"W_FSTR48"	"W_FSTR49"	"W_FSTR50"	"W_FSTR51"	"W_FSTR52"	"W_FSTR53"	"W_FSTR54"	"W_FSTR55"	"W_FSTR56"	"W_FSTR57"	"W_FSTR58"	"W_FSTR59"	"W_FSTR60"	"W_FSTR61"	"W_FSTR62"	"W_FSTR63"	"W_FSTR64"	"W_FSTR65"	"W_FSTR66"	"W_FSTR67"	"W_FSTR68"	"W_FSTR69"	"W_FSTR70"	"W_FSTR71"	"W_FSTR72"	"W_FSTR73"	"W_FSTR74"	"W_FSTR75"	"W_FSTR76"	"W_FSTR77"	"W_FSTR78"	"W_FSTR79"	"W_FSTR80"
90000003047	90000003	NA	90000003	47	"EAESE D´ENCAMPS"	"andorra"	4	1	16	3	2002	2	6	1	1	NA	"2140"	NA	1	2	1	2	2	"2140"	NA	1	2	1	2	2	1	1	2	NA	NA	NA	NA	160	NA	1	1	1	1	9	1	2	2	2	1	2	1	1	1	1	9	4	3	3	4	4	3	2	3	5	3	4	2	2	3	2	2	2	2	1	1	1	2	4	3	4	2	2	2	2	2	2	5	2	2	2	2	1	2	2	2	2	3	3	4	2	3	3	1	3	4	2	3	1	2	2	1	2	3	2	3	3	3	4	9	9	1	1	2	2	9	"9999"	2	1	3	2	2	3	3	3	3	3	3	3	3	3	2	4	2	"marketing"	3	3	3	3	3	3	3	2	2	3	NA	2	1	3	2	2	2	2	NA	NA	NA	NA	NA	16.1666666666667	NA	NA	NA	-0.705917471	0.455673921	0.07098683	1.16880934952785	NA	6	6	1.25341219290264	1.118851893	NA	-0.35510117	-0.515171911	-0.165997041	-0.227927616	-0.779	6	0.86038961038961	NA	-0.476436589	-1.16	NA	550.000778577671	547.428768762193	551.821852412107	557.466171655618	555.741760088124	463.068605442002	466.415356701385	447.673388794611	465.62944052825	461.97413257194	477.262092699443	470.059546617961	464.534390211126	466.681511555813	464.534390211126	5	1	0.5	0.5	1.5	1.5	0.5	0.5	1.5	1.5	1.5	1.5	0.5	1.5	0.5	1.5	0.5	0.5	0.5	0.5	1.5	1.5	0.5	1.5	0.5	0.5	1.5	1.5	0.5	0.5	0.5	0.5	1.5	0.5	1.5	0.5	1.5	1.5	1.5	1.5	0.5	0.5	1.5	1.5	0.5	0.5	1.5	1.5	0.5	0.5	0.5	0.5	1.5	0.5	1.5	0.5	1.5	1.5	1.5	1.5	0.5	0.5	1.5	0.5	1.5	1.5	0.5	0.5	1.5	1.5	1.5	1.5	0.5	1.5	0.5	1.5	0.5	0.5	0.5	0.5	1.5	1.5
90000003050	90000003	NA	90000003	50	"EAESE D´ENCAMPS"	"andorra"	4	1	21	12	2002	1	5	1	1	NA	"5120"	NA	3	2	2	2	2	"5414"	NA	3	2	2	2	2	1	2	3	NA	NA	NA	NA	156	NA	1	1	1	2	1	1	2	2	2	1	2	1	2	1	1	2	4	2	2	4	2	9	1	1	1	3	4	2	3	2	2	3	2	2	1	1	1	1	4	9	4	5	2	2	4	1	3	3	4	1	1	9	1	2	2	1	3	4	3	4	4	4	4	4	4	4	4	2	2	3	2	2	3	2	3	3	2	9	4	4	9	9	1	2	1	1	"biologia"	2	1	3	2	2	3	2	2	1	2	2	1	3	3	2	2	3	"psicologia"	2	2	3	4	3	3	3	4	3	3	NA	3	3	3	2	2	2	2	NA	NA	NA	NA	NA	15.4166666666667	NA	NA	NA	-0.52086493	0.454052975	-1.250257157	-2.18122196542554	NA	2	2	-1.2270245677889	-1.205329648	NA	-2.298555878	-0.269613157	-0.632359598	0.128679948	0.069	2	-1.89935064935065	NA	-0.476436589	999	NA	318.355823740618	316.392335940672	314.589088221635	317.265091752952	306.413634107289	506.522623838614	516.424105715947	507.647164307253	509.971879389111	505.929907143679	419.116040179649	428.702758393495	432.042709431439	419.944412583211	437.355424546493	1	1	1.5	1.5	0.5	0.5	1.5	1.5	0.5	0.5	0.5	0.5	1.5	0.5	1.5	0.5	1.5	1.5	1.5	1.5	0.5	0.5	0.5	0.5	1.5	1.5	0.5	0.5	1.5	1.5	1.5	1.5	0.5	1.5	0.5	1.5	0.5	0.5	0.5	0.5	1.5	1.5	1.5	1.5	0.5	0.5	1.5	1.5	0.5	0.5	0.5	0.5	1.5	0.5	1.5	0.5	1.5	1.5	1.5	1.5	0.5	0.5	0.5	0.5	1.5	1.5	0.5	0.5	1.5	1.5	1.5	1.5	0.5	1.5	0.5	1.5	0.5	0.5	0.5	0.5	1.5	1.5
90000003051	90000003	NA	90000003	51	"EAESE D´ENCAMPS"	"andorra"	4	1	20	12	2002	1	5	1	1	NA	"5200"	NA	4	2	2	2	2	"5200"	NA	4	2	2	2	2	1	4	4	NA	NA	NA	NA	156	NA	1	1	1	1	2	1	2	2	2	1	2	1	2	1	1	1	4	2	3	4	4	4	1	1	2	2	4	2	2	2	2	2	2	2	1	1	1	1	3	3	3	4	5	3	2	2	2	2	5	3	1	3	3	4	3	2	4	4	3	3	1	3	3	2	2	1	2	2	2	2	3	2	2	2	2	3	3	3	4	3	9	9	9	9	9	9	"9999"	2	2	2	2	2	2	2	2	4	4	4	4	4	2	2	3	2	"psicologia"	3	3	3	3	3	3	3	3	3	3	NA	3	3	3	2	2	2	2	NA	NA	NA	NA	NA	15.4166666666667	NA	NA	NA	0.208535009	0.35196482	2.640022367	-2.00678008005332	NA	1	1	-0.990445859872611	0.021247732	NA	0.746499949	-0.011325508	-0.325501654	0.31819428	-0.779	1	-2.87337662337662	NA	-0.053359481	0.311	NA	413.675011245606	412.105562884375	413.331672483494	413.675011245606	409.857567887801	440.059430448758	445.059646852849	444.917937537104	447.673388794611	455.790832622613	439.381732895512	413.693691120776	431.768055265188	428.702758393495	416.544304797326	2	1	0.5	0.5	1.5	1.5	1.5	1.5	0.5	1.5	0.5	1.5	0.5	0.5	0.5	0.5	1.5	1.5	0.5	1.5	1.5	0.5	0.5	1.5	0.5	0.5	0.5	0.5	1.5	0.5	1.5	0.5	1.5	1.5	1.5	1.5	0.5	0.5	1.5	0.5	0.5	1.5	1.5	1.5	0.5	0.5	0.5	0.5	1.5	0.5	1.5	0.5	1.5	1.5	1.5	1.5	0.5	0.5	1.5	0.5	0.5	1.5	1.5	0.5	1.5	1.5	1.5	1.5	0.5	1.5	0.5	1.5	0.5	0.5	0.5	0.5	1.5	1.5	0.5	1.5	1.5	0.5
90000003052	90000003	NA	90000003	52	"EAESE D´ENCAMPS"	"andorra"	4	1	1	6	2002	1	6	1	1	NA	"5300"	NA	1	2	1	2	2	"3331"	NA	1	2	1	2	2	1	2	1	NA	NA	NA	NA	160	NA	1	1	1	1	1	1	2	2	1	2	2	1	2	1	1	2	3	3	3	4	2	3	2	3	3	3	4	3	2	3	3	3	3	2	1	1	1	2	1	2	3	2	2	2	4	2	2	4	2	3	1	5	5	1	2	2	2	3	2	4	1	3	4	1	3	1	1	2	2	2	2	3	3	3	3	2	2	3	3	3	2	2	1	2	1	1	"ciencias naturales"	3	2	4	4	4	4	4	4	3	2	3	3	3	3	3	2	2	"psicologa"	4	4	4	4	3	3	3	4	2	3	NA	3	3	3	2	3	3	3	NA	NA	NA	NA	NA	15.9166666666667	NA	NA	NA	-0.876404801	-0.549085819	-0.243728607	0.127371524762588	NA	6	6	0.141947224749772	-0.162110801	NA	1.534777315	-0.269613157	-0.782231041	-2.101424983	-0.779	6	0.86038961038961	NA	-1.22769255	-0.057	NA	503.317304538235	498.829832405632	505.304563374264	505.119668625088	506.999852121521	520.473865724785	509.971879389111	502.030374865693	507.647164307253	511.013605637661	495.966508877397	483.506007550906	477.262092699443	476.386421545456	474.637708927006	3	1	0.5	0.5	1.5	1.5	0.5	1.5	0.5	1.5	0.5	0.5	0.5	0.5	1.5	1.5	0.5	1.5	1.5	0.5	0.5	1.5	1.5	0.5	1.5	1.5	0.5	1.5	0.5	1.5	0.5	0.5	0.5	0.5	1.5	1.5	0.5	1.5	1.5	0.5	0.5	1.5	1.5	1.5	0.5	0.5	1.5	0.5	1.5	0.5	1.5	1.5	1.5	1.5	0.5	0.5	1.5	0.5	0.5	1.5	1.5	0.5	0.5	1.5	0.5	0.5	1.5	0.5	1.5	0.5	1.5	1.5	1.5	1.5	0.5	0.5	1.5	0.5	0.5	1.5	1.5	0.5
90000003053	90000003	NA	90000003	53	"EAESE D´ENCAMPS"	"andorra"	4	1	18	8	2002	2	6	1	1	NA	"9412"	NA	3	2	2	2	2	"5120"	NA	5	2	2	2	2	2	10	10	NA	NA	NA	0	156	NA	1	1	1	1	1	1	2	2	1	1	1	1	2	1	1	1	4	3	3	4	3	4	1	2	5	3	3	2	1	2	2	2	2	2	1	1	1	1	5	3	4	5	4	3	3	3	3	4	5	2	3	3	1	3	3	2	3	3	2	2	2	3	3	2	3	3	3	2	3	2	1	1	2	2	1	3	2	2	2	3	1	1	1	2	2	2	"biologia"	2	2	4	3	3	2	2	2	3	4	3	3	4	2	2	2	2	"mecanico"	2	2	4	3	2	3	2	3	3	3	NA	4	2	3	2	2	2	2	NA	NA	NA	NA	NA	15.75	NA	NA	NA	-0.52086493	-0.778629394	0.714756977	-1.3206163719286	NA	0	2	-1.2270245677889	0.88649302	NA	-0.627291422	0.392517031	0.174702868	-0.398131727	0.493	2	-1.89935064935065	NA	-0.053359481	0.311	NA	503.317304538235	516.338667922602	508.131205423056	518.789313697084	502.188118921223	507.647164307253	509.971879389111	507.647164307253	507.647164307253	502.45698928216	362.33820962008	365.107868783139	359.612060590231	354.34457023247	369.496707048344	4	1	1.5	1.5	1.5	0.5	0.5	0.5	0.5	1.5	0.5	1.5	0.5	1.5	1.5	1.5	1.5	0.5	0.5	1.5	0.5	0.5	0.5	0.5	0.5	1.5	1.5	1.5	1.5	0.5	1.5	0.5	1.5	0.5	0.5	0.5	0.5	1.5	1.5	0.5	1.5	1.5	0.5	0.5	0.5	1.5	1.5	1.5	1.5	0.5	1.5	0.5	1.5	0.5	0.5	0.5	0.5	1.5	1.5	0.5	1.5	1.5	1.5	1.5	1.5	0.5	0.5	0.5	0.5	1.5	0.5	1.5	0.5	1.5	1.5	1.5	1.5	0.5	0.5	1.5	0.5	0.5
90000003054	90000003	NA	90000003	54	"EAESE D´ENCAMPS"	"andorra"	4	1	13	4	2002	2	5	1	1	NA	"5151"	NA	1	2	2	1	2	"5200"	NA	1	2	2	1	2	1	6	6	NA	NA	NA	NA	156	NA	1	1	1	1	2	1	2	2	1	1	1	1	1	1	1	1	3	3	3	3	2	3	1	1	3	3	4	3	4	2	2	1	1	1	1	1	1	1	6	3	3	6	5	2	5	3	5	6	6	1	1	2	1	1	2	2	3	3	3	3	2	3	3	2	2	3	3	1	1	2	1	1	1	2	2	3	3	3	3	3	2	2	2	1	2	1	"ciencias fisicas"	3	2	2	1	1	1	3	3	3	3	3	4	4	3	3	2	2	"monitor"	3	2	4	4	4	4	4	3	2	4	NA	3	2	2	2	2	2	2	NA	NA	NA	NA	NA	16.0833333333333	NA	NA	NA	-0.52086493	0.025735217	0.542560212	-0.918709094829035	NA	5	5	-0.990445859872611	-0.183970894	NA	-0.627291422	-0.269613157	0.808315588	0.31819428	1.341	5	-0.275974025974026	NA	1.064122686	-0.057	NA	450.715807257447	458.604833506462	458.604833506462	465.408640931663	459.10642619063	450.980099447806	450.980099447806	455.605870489587	447.673388794611	451.229069470582	408.33346376865	436.009307604457	426.249546223821	428.211534428987	428.702758393495	5	1	0.5	0.5	1.5	0.5	0.5	0.5	0.5	1.5	1.5	0.5	1.5	1.5	0.5	0.5	1.5	1.5	1.5	1.5	0.5	1.5	0.5	1.5	0.5	1.5	1.5	1.5	1.5	0.5	0.5	1.5	0.5	0.5	1.5	1.5	0.5	0.5	0.5	0.5	1.5	0.5	1.5	1.5	0.5	1.5	1.5	1.5	1.5	0.5	0.5	1.5	0.5	0.5	1.5	1.5	0.5	0.5	0.5	0.5	1.5	0.5	1.5	0.5	1.5	0.5	0.5	0.5	0.5	1.5	1.5	0.5	1.5	1.5	0.5	0.5	1.5	1.5	1.5	1.5	0.5	1.5
90000003055	90000003	NA	90000003	55	"EAESE D´ENCAMPS"	"andorra"	4	1	20	6	2002	1	6	1	1	NA	"3321"	NA	1	2	2	2	2	"3359"	NA	3	2	2	2	2	1	1	2	NA	NA	NA	NA	156	NA	1	1	1	1	2	1	2	1	1	1	2	1	2	1	1	2	4	4	3	4	2	4	1	2	3	3	4	2	1	2	2	2	1	2	1	1	1	1	5	3	4	6	6	3	5	1	6	6	6	2	4	5	4	1	3	3	3	4	4	2	1	2	2	1	1	2	2	2	2	1	1	1	3	2	2	2	3	2	3	4	1	1	2	1	1	1	"ciencias sociales"	2	2	1	2	3	1	1	1	4	3	4	4	4	1	1	1	1	"historiadora"	2	2	4	3	2	4	3	2	2	1	NA	1	2	2	2	2	1	1	NA	NA	NA	NA	NA	15.9166666666667	NA	NA	NA	0.498796506	-0.288141954	1.413038338	-0.235672441098849	NA	2	4	0.586897179253867	0.057975609	NA	0.746499949	1.763167333	0.174702868	0.955249134	0.493	4	-0.600649350649351	NA	0.391110473	1.046	NA	433.105894647617	429.128622932067	422.2473866857	436.946122914501	428.481731814731	446.160889830271	445.059646852849	450.980099447806	450.192698974616	446.966690754211	475.58954393833	485.635651840314	486.611750113809	481.952054006959	485.490286635901	6	1	0.5	0.5	0.5	1.5	1.5	0.5	1.5	1.5	0.5	0.5	1.5	1.5	1.5	1.5	0.5	1.5	0.5	1.5	0.5	0.5	0.5	1.5	1.5	0.5	0.5	1.5	0.5	0.5	1.5	1.5	0.5	0.5	0.5	0.5	1.5	0.5	1.5	0.5	1.5	1.5	1.5	1.5	1.5	0.5	0.5	1.5	0.5	0.5	1.5	1.5	0.5	0.5	0.5	0.5	1.5	0.5	1.5	0.5	1.5	1.5	1.5	0.5	0.5	1.5	1.5	0.5	1.5	1.5	0.5	0.5	1.5	1.5	1.5	1.5	0.5	1.5	0.5	1.5	0.5	0.5
90000003056	90000003	NA	90000003	56	"EAESE D´ENCAMPS"	"andorra"	4	1	22	6	2002	1	6	1	1	NA	"3420"	NA	1	2	1	2	2	"2264"	NA	1	1	1	2	2	11	11	11	NA	NA	NA	0	156	NA	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	2	2	4	2	4	4	4	1	4	4	3	3	2	2	3	2	2	2	3	1	1	1	1	4	1	1	1	1	4	3	1	2	3	5	1	2	3	2	2	1	2	1	3	2	3	2	3	3	2	2	3	2	3	3	3	2	2	3	2	3	1	1	1	2	2	1	1	1	2	9	1	"naturales"	2	2	1	2	2	2	2	2	3	3	3	3	3	3	3	3	3	"interiorista"	9	2	2	2	3	3	3	2	2	2	NA	3	2	3	2	2	2	2	NA	NA	NA	NA	NA	15.9166666666667	NA	NA	NA	-1.211455987	-1.92425124	0.07098683	1.17081050441095	NA	6	6	0.747952684258417	1.692357928	NA	-0.35510117	-0.799090493	-0.931178688	0.51738666	0.917	6	0.86038961038961	NA	-0.776532377	-1.895	NA	314.042180142416	318.355823740618	314.589088221635	321.855946476657	323.867895073359	499.332390490442	507.647164307253	502.030374865693	507.647164307253	502.030374865693	485.635651840314	489.277126320256	494.062187579781	490.393370990127	496.808486381013	7	1	1.5	1.5	1.5	1.5	1.5	0.5	0.5	1.5	0.5	0.5	1.5	1.5	0.5	0.5	0.5	0.5	1.5	0.5	1.5	0.5	1.5	1.5	1.5	1.5	1.5	0.5	0.5	1.5	0.5	0.5	1.5	1.5	0.5	0.5	0.5	0.5	1.5	0.5	1.5	0.5	0.5	0.5	0.5	0.5	0.5	1.5	1.5	0.5	1.5	1.5	0.5	0.5	1.5	1.5	1.5	1.5	0.5	1.5	0.5	1.5	0.5	0.5	0.5	0.5	0.5	1.5	1.5	0.5	1.5	1.5	0.5	0.5	1.5	1.5	1.5	1.5	0.5	1.5	0.5	1.5
90000003057	90000003	NA	90000003	57	"EAESE D´ENCAMPS"	"andorra"	4	1	1	8	2002	2	7	1	1	NA	"3155"	NA	3	2	2	2	2	"5120"	NA	1	2	2	2	2	4	4	2	NA	NA	NA	15	156	NA	1	1	1	1	2	1	2	2	1	1	2	1	1	1	1	2	4	2	1	3	2	2	1	3	3	4	3	2	1	2	1	2	2	1	1	1	1	1	3	2	2	4	4	3	3	2	5	3	4	1	3	2	1	2	3	4	3	4	3	4	2	3	3	2	3	3	2	1	1	1	1	1	1	1	1	3	3	4	4	4	2	1	1	1	2	2	"biologia"	2	1	3	3	4	1	3	3	4	4	4	4	4	2	3	2	2	"mecanico"	3	2	4	3	3	3	3	3	4	3	NA	4	3	3	3	2	3	2	NA	NA	NA	NA	NA	15.75	NA	NA	NA	0.498796506	0.930078079	2.640022367	-0.492263040332626	NA	4	4	0.707006369426752	-0.70082669	NA	-0.35510117	-0.011325508	2.303982208	-0.398131727	0.069	2	-0.600649350649351	NA	0.739566272	0.311	NA	454.101373197716	463.453034483277	451.654023295244	477.365023740615	462.058619289765	496.345239104273	493.956268810963	498.907092983932	490.22678484301	490.060409590682	591.008277647496	591.010943346429	603.501802092212	616.349166193647	613.573667729118	1	1	1.5	1.5	0.5	0.5	0.5	0.5	1.5	0.5	1.5	0.5	1.5	1.5	1.5	1.5	0.5	0.5	1.5	0.5	0.5	1.5	0.5	0.5	1.5	1.5	1.5	1.5	0.5	1.5	0.5	1.5	0.5	0.5	0.5	0.5	1.5	1.5	0.5	1.5	1.5	0.5	0.5	0.5	1.5	1.5	1.5	1.5	0.5	1.5	0.5	1.5	0.5	0.5	0.5	0.5	1.5	1.5	0.5	1.5	1.5	0.5	1.5	1.5	0.5	0.5	0.5	0.5	1.5	0.5	1.5	0.5	1.5	1.5	1.5	1.5	0.5	0.5	1.5	0.5	0.5	1.5
90000003058	90000003	NA	90000003	58	"EAESE D´ENCAMPS"	"andorra"	4	1	13	6	2002	1	6	1	1	NA	"9501"	NA	3	2	2	2	2	"7112"	NA	3	2	2	2	2	4	4	4	NA	NA	NA	2	608	NA	1	1	1	1	2	1	2	2	2	1	2	1	2	1	1	2	3	2	2	4	2	3	1	2	3	3	4	3	1	4	2	2	2	2	1	1	1	3	4	1	2	4	6	4	4	2	6	6	5	4	1	4	4	4	2	2	2	3	2	3	3	3	3	2	2	3	3	1	1	3	1	1	4	4	4	3	3	3	4	4	1	1	1	2	1	1	"biologia"	3	2	2	2	3	3	3	2	4	3	3	4	4	2	2	2	2	"veterinaria"	3	3	4	4	3	4	4	2	2	1	NA	1	2	2	2	2	2	1	NA	NA	NA	NA	NA	15.9166666666667	NA	NA	NA	-0.876404801	0.644079757	0.881702011	-2.05177375042482	NA	2	2	-1.31619654231119	-0.790369124	NA	-0.861488488	0.392517031	-0.632359598	-0.398131727	0.493	2	-1.89935064935065	NA	-0.776532377	-0.057	NA	406.893241301254	413.675011245606	409.857567887801	409.857567887801	415.009116155201	559.149582370972	567.942940162021	556.858294105205	560.861189680733	569.245449725496	533.429131322811	528.906913374341	525.147589023035	526.739897449062	524.307996337029	2	1	0.5	0.5	1.5	0.5	1.5	1.5	0.5	0.5	1.5	1.5	1.5	1.5	0.5	1.5	0.5	1.5	0.5	0.5	0.5	0.5	1.5	0.5	1.5	0.5	1.5	1.5	0.5	0.5	1.5	1.5	1.5	1.5	0.5	1.5	0.5	1.5	0.5	0.5	0.5	0.5	1.5	1.5	0.5	1.5	0.5	0.5	1.5	1.5	0.5	0.5	0.5	0.5	1.5	0.5	1.5	0.5	1.5	1.5	1.5	1.5	0.5	1.5	0.5	1.5	0.5	0.5	1.5	1.5	0.5	0.5	0.5	0.5	1.5	0.5	1.5	0.5	1.5	1.5	1.5	1.5
90000003059	90000003	NA	90000003	59	"EAESE D´ENCAMPS"	"andorra"	4	1	29	11	2002	2	6	1	1	NA	"9501"	NA	3	2	2	2	2	"5412"	NA	3	2	2	2	2	1	4	4	NA	NA	NA	NA	608	NA	1	1	1	1	2	1	2	1	1	1	1	1	1	1	1	2	3	2	2	4	3	3	1	1	5	3	3	2	2	4	3	2	2	3	1	1	1	1	1	4	2	3	3	5	1	2	3	4	6	2	1	2	2	2	1	1	1	1	1	4	2	4	3	2	3	4	3	3	2	3	2	2	2	3	3	2	3	2	3	2	1	1	1	2	1	1	"naturales"	2	1	2	3	2	1	1	1	3	3	4	4	3	2	2	2	2	"actor"	4	4	4	4	3	4	4	4	4	4	NA	4	4	4	2	3	2	2	NA	NA	NA	NA	NA	15.5	NA	NA	NA	-2.502988364	-0.778629394	0.656573091	-1.11296544903635	NA	2	2	0	0.01081509	NA	-0.861488488	0.392517031	-0.782231041	0.955249134	0.917	2	-1.89935064935065	NA	-1.22769255	-0.792	NA	613.646626465428	612.683950025016	611.553388255373	607.408431970938	592.772667688111	496.345239104273	497.557207224493	491.705692243722	490.22678484301	495.357074838026	483.506007550906	489.326161350605	471.021423373168	472.416101884889	479.212064359971	3	1	1.5	0.5	1.5	1.5	1.5	1.5	0.5	0.5	1.5	0.5	0.5	1.5	1.5	0.5	0.5	0.5	0.5	1.5	0.5	1.5	1.5	0.5	1.5	1.5	1.5	1.5	0.5	0.5	1.5	0.5	0.5	1.5	1.5	0.5	0.5	0.5	0.5	1.5	0.5	1.5	0.5	1.5	0.5	0.5	0.5	0.5	1.5	1.5	0.5	1.5	1.5	0.5	0.5	1.5	1.5	1.5	1.5	0.5	1.5	0.5	0.5	1.5	0.5	0.5	0.5	0.5	1.5	1.5	0.5	1.5	1.5	0.5	0.5	1.5	1.5	1.5	1.5	0.5	1.5	0.5
